respondent_id	Q01	Q02	Q03	Q04	Q05	Q06	Q07	Q08	Q09	Q10	Q11	Q12
dataset_05_00124	5	5	4	4	5	5	4	5	4	2	2	2
dataset_05_00125	3	1	2	2	1	2	4	5	4	3	4	2
dataset_05_00126	4	4	5	5	5	5	2	5	4	2	4	2
dataset_05_00127	4	5	3	3	4	4	4	3	4	4	1	5
dataset_05_00128	4	2	4	2	2	4	4	3	4	2	4	3
dataset_05_00129	5	3	5	3	4	5	5	2	4	3	2	3
dataset_05_00130	5	2	4	4	3	4	3	4	4	1	1	3
dataset_05_00131	4	1	3	2	4	4	4	3	4	4	3	5
dataset_05_00132	4	4	3	3	4	2	4	4	5	2	1	1
dataset_05_00133	1	1	1	1	4	2	4	2	5	5	2	2
dataset_05_00134	4	2	3	2	2	4	4	5	2	4	2	3
dataset_05_00135	4	4	5	4	3	2	1	4	2	1	1	2
dataset_05_00136	3	1	2	1	1	3	3	4	1	2	2	2
dataset_05_00137	4	2	3	3	4	4	4	2	3	2	2	1
dataset_05_00138	2	4	3	2	4	5	3	4	3	1	2	2
dataset_05_00139	5	5	5	3	4	4	3	2	4	4	2	4
dataset_05_00140	4	1	2	3	3	4	2	4	2	1	1	1
dataset_05_00141	4	5	4	2	5	5	2	2	2	2	2	2
dataset_05_00142	2	4	1	3	3	2	3	2	4	3	2	1
dataset_05_00143	2	2	4	5	3	5	5	2	5	3	1	3
dataset_05_00144	4	4	4	4	3	3	4	1	4	4	2	3
dataset_05_00145	3	4	4	3	4	5	4	2	2	2	3	1
dataset_05_00146	4	4	2	3	3	5	5	2	4	2	4	2
dataset_05_00147	4	4	5	3	4	4	1	4	2	1	1	1
dataset_05_00148	5	2	4	2	4	5	4	2	5	2	4	2
dataset_05_00149	4	5	4	4	4	5	5	5	4	1	4	2
dataset_05_00150	4	3	3	3	2	4	4	5	3	1	1	1
dataset_05_00151	4	4	5	2	4	5	3	2	4	1	1	3
dataset_05_00152	5	5	5	5	5	5	5	4	4	3	5	5
dataset_05_00153	4	3	3	2	5	4	3	3	4	3	1	1
dataset_05_00154	1	1	1	1	1	2	1	2	2	1	1	1
dataset_05_00155	2	2	3	2	2	3	2	4	3	2	1	2
dataset_05_00156	2	3	2	3	2	4	4	1	3	2	1	1
dataset_05_00157	5	2	4	2	3	4	5	3	4	2	3	2
dataset_05_00158	4	1	4	2	4	4	3	2	2	1	1	1
dataset_05_00159	3	4	3	3	4	4	4	3	4	3	1	2
dataset_05_00160	5	2	4	3	3	5	2	2	2	1	2	2
dataset_05_00161	4	2	3	2	5	3	4	4	3	3	4	1
dataset_05_00162	4	5	4	3	5	4	2	2	4	1	1	1
dataset_05_00163	3	3	3	4	5	4	4	3	5	4	1	2
dataset_05_00164	1	3	4	4	4	4	4	4	4	4	1	2
dataset_05_00165	3	3	2	2	3	5	5	3	5	2	4	4
dataset_05_00166	5	4	4	2	4	4	5	5	5	5	4	5
dataset_05_00167	5	3	5	5	4	5	4	3	5	3	4	2
dataset_05_00168	4	2	2	1	3	2	2	1	4	1	2	2
dataset_05_00169	4	4	2	3	2	3	4	2	4	2	3	1
dataset_05_00170	2	1	2	2	2	5	5	4	5	2	4	4
dataset_05_00171	5	5	4	4	5	5	3	2	3	2	4	1
dataset_05_00172	5	4	5	2	4	5	2	4	4	4	3	4
dataset_05_00173	4	4	1	3	3	4	4	2	4	3	2	1
dataset_05_00174	4	1	4	2	2	4	4	3	2	2	2	1
dataset_05_00175	4	1	2	3	4	5	1	2	1	1	4	1
dataset_05_00176	4	4	5	4	1	5	4	2	4	1	4	1
dataset_05_00177	3	1	4	2	2	4	1	3	4	1	4	1
dataset_05_00178	5	4	5	5	4	5	5	4	5	4	3	4
dataset_05_00179	5	3	4	4	4	5	3	2	4	2	1	2
dataset_05_00180	4	4	3	2	2	5	2	3	2	1	1	1
dataset_05_00181	2	4	5	2	5	4	5	4	4	2	4	1
dataset_05_00182	3	4	5	4	4	4	5	3	5	3	4	5
dataset_05_00183	5	5	4	5	5	5	4	4	3	2	4	2
dataset_05_00184	1	4	1	2	3	4	3	3	4	2	2	1
dataset_05_00185	5	4	4	4	4	4	5	3	4	4	4	2
dataset_05_00186	4	3	3	4	4	5	4	2	4	2	1	2
dataset_05_00187	4	4	4	5	2	3	2	2	5	2	2	2
dataset_05_00188	4	1	2	1	4	2	2	4	2	1	1	1
dataset_05_00189	5	5	5	3	5	4	5	4	4	2	5	2
dataset_05_00190	3	1	2	2	2	2	2	2	5	1	3	2
dataset_05_00191	5	3	4	3	4	4	5	1	4	4	4	5
dataset_05_00192	5	2	3	4	2	1	3	4	3	1	1	1
dataset_05_00193	5	4	5	5	4	4	3	2	4	2	4	4
dataset_05_00194	1	1	1	2	1	4	2	2	3	2	1	1
dataset_05_00195	5	4	5	5	5	4	2	5	4	1	2	1
dataset_05_00196	5	4	5	4	4	5	4	5	5	5	2	4
dataset_05_00197	5	5	5	4	5	5	4	4	5	5	5	5
dataset_05_00198	5	5	5	5	5	4	4	4	5	5	4	2
dataset_05_00199	5	5	5	4	4	4	4	2	4	5	2	2
dataset_05_00200	5	5	5	5	5	4	5	2	5	5	4	5
dataset_05_00201	5	4	5	5	4	5	5	5	5	5	5	5
dataset_05_00202	5	4	4	5	4	4	4	3	4	4	3	2
dataset_05_00203	4	2	2	4	3	3	4	4	5	4	1	4
dataset_05_00204	5	5	5	5	5	5	4	5	4	2	2	1
dataset_05_00205	5	4	4	3	4	4	5	5	5	3	5	2
dataset_05_00206	5	4	4	2	4	3	4	2	4	4	4	2
dataset_05_00207	4	2	4	4	3	4	5	2	4	4	4	5
dataset_05_00208	4	4	2	2	3	4	4	4	5	4	1	1
dataset_05_00209	5	4	5	2	5	5	4	2	4	5	5	4
dataset_05_00210	5	3	5	4	2	5	1	3	2	3	1	1
dataset_05_00211	3	2	4	2	4	5	2	5	4	4	5	2
dataset_05_00212	4	4	5	2	4	5	2	1	3	2	2	3
dataset_05_00213	4	4	3	2	3	4	2	2	2	1	2	1
dataset_05_00214	5	4	5	3	2	5	2	4	5	1	1	2
dataset_05_00215	2	3	1	2	2	2	5	4	5	2	5	2
dataset_05_00216	4	2	4	2	3	4	4	5	4	1	3	4
dataset_05_00217	2	1	1	1	2	2	1	1	3	2	2	2
dataset_05_00218	3	1	3	2	2	3	4	5	5	4	5	5
dataset_05_00219	5	2	3	2	4	4	5	4	5	2	4	1
dataset_05_00220	3	1	2	2	1	3	2	1	4	3	1	1
dataset_05_00221	2	2	1	1	2	4	4	4	4	4	4	4
dataset_05_00222	2	1	1	2	1	3	4	2	5	3	4	3
dataset_05_00223	5	4	3	2	3	5	4	1	3	2	2	1
dataset_05_00224	3	1	4	2	5	3	4	4	5	2	3	1
dataset_05_00225	5	3	2	4	3	4	3	3	4	3	2	2
dataset_05_00226	2	1	1	2	2	3	5	5	5	5	5	5
dataset_05_00227	4	3	3	4	4	5	3	2	4	3	5	4
dataset_05_00228	1	1	1	1	1	4	1	3	3	1	1	1
dataset_05_00229	3	4	4	3	2	4	4	5	4	1	1	2
dataset_05_00230	2	1	3	2	1	2	2	4	3	2	1	2
dataset_05_00231	5	2	5	4	5	4	4	4	5	2	2	3
dataset_05_00232	2	1	1	1	2	1	1	4	3	1	1	2
dataset_05_00233	5	5	5	2	5	4	5	3	4	4	3	3
dataset_05_00234	5	5	5	3	5	5	2	2	1	2	1	1
dataset_05_00235	4	4	4	3	3	5	2	3	5	4	3	2
dataset_05_00236	4	3	2	1	2	1	2	5	1	4	4	1
dataset_05_00237	1	2	3	1	2	4	5	4	4	1	1	2
dataset_05_00238	3	2	2	2	2	4	4	4	3	4	1	2
dataset_05_00239	5	1	2	2	4	4	2	4	4	3	3	2
dataset_05_00240	3	4	5	4	3	4	4	4	4	4	4	4
dataset_05_00241	3	2	2	2	2	4	4	4	4	2	2	4
dataset_05_00242	5	5	5	3	4	5	4	2	5	5	5	4
dataset_05_00243	5	2	3	5	4	4	5	3	5	3	4	1
dataset_05_00244	4	3	4	2	2	4	4	4	5	1	4	4
dataset_05_00245	2	3	4	2	2	4	1	4	4	3	5	3
dataset_05_00246	2	1	1	1	1	2	4	4	1	1	1	1
dataset_05_00247	2	3	5	2	2	3	1	1	2	1	1	1
dataset_05_00248	4	1	1	2	3	3	4	4	4	2	1	4
dataset_05_00249	4	2	2	3	2	4	4	5	2	4	4	3
dataset_05_00250	3	2	2	1	3	4	4	2	4	1	1	2
dataset_05_00251	3	5	2	1	2	4	4	5	5	4	4	3
dataset_05_00252	4	1	1	2	1	4	4	2	3	2	2	2
dataset_05_00253	2	1	1	4	1	4	2	4	4	1	1	1
dataset_05_00254	4	1	4	2	1	4	2	1	4	1	1	1
dataset_05_00255	4	4	3	5	5	5	5	1	4	4	5	5
dataset_05_00256	4	5	3	3	3	5	5	3	5	5	2	4
dataset_05_00257	4	4	4	4	3	5	3	5	5	2	3	2
dataset_05_00258	2	2	3	2	2	3	2	3	3	1	1	1
dataset_05_00259	4	2	4	2	2	5	4	5	4	2	2	2
dataset_05_00260	2	2	2	1	2	5	2	4	2	3	1	1
dataset_05_00261	4	4	2	3	4	5	4	1	2	1	3	4
dataset_05_00262	2	2	4	4	4	4	4	4	4	2	2	2
dataset_05_00263	5	3	4	3	4	4	4	4	4	1	4	2
dataset_05_00264	3	4	3	1	4	5	2	4	2	2	1	2
dataset_05_00265	5	3	4	2	5	5	4	3	2	2	1	2
dataset_05_00266	3	1	2	2	2	4	4	4	4	1	1	2
dataset_05_00267	4	2	2	2	2	5	3	2	2	1	1	3
dataset_05_00268	4	4	4	5	5	5	5	4	5	5	5	5
dataset_05_00269	4	2	4	2	4	4	4	4	4	2	2	2
dataset_05_00270	5	4	2	5	4	3	2	4	2	2	4	4
dataset_05_00271	5	1	4	2	5	5	2	1	3	1	1	1
dataset_05_00272	4	3	2	4	4	5	2	1	4	5	1	3
dataset_05_00273	4	4	5	4	5	5	4	2	4	4	5	2
dataset_05_00274	4	2	4	2	1	5	4	2	2	2	3	2
dataset_05_00275	5	5	5	2	3	4	4	4	4	1	2	1
dataset_05_00276	4	2	3	2	4	4	2	1	2	2	2	1
dataset_05_00277	4	2	2	2	2	5	2	2	1	1	4	1
dataset_05_00278	2	1	3	1	2	4	4	4	2	4	5	1
dataset_05_00279	4	4	4	2	5	5	4	2	4	2	4	2
dataset_05_00280	5	3	3	4	4	4	4	5	3	4	5	2
dataset_05_00281	4	4	5	4	5	4	5	5	4	5	3	3
dataset_05_00282	3	2	4	1	3	3	4	3	3	2	2	1
dataset_05_00283	2	2	1	3	1	3	2	4	4	5	4	3
dataset_05_00284	2	2	4	1	2	5	3	5	3	1	1	1
dataset_05_00285	4	4	5	5	5	5	3	1	5	2	2	1
dataset_05_00286	5	5	5	5	4	5	5	5	5	5	3	5
dataset_05_00287	4	1	4	3	3	4	5	4	5	5	4	5
dataset_05_00288	2	1	4	2	2	2	4	3	4	3	4	3
dataset_05_00289	4	5	4	4	5	4	2	2	4	2	2	3
dataset_05_00290	5	2	4	4	3	5	4	4	4	4	1	2
dataset_05_00291	5	5	4	5	4	5	2	5	4	4	1	3
dataset_05_00292	5	4	5	2	4	5	4	3	4	2	2	1
dataset_05_00293	4	3	3	2	4	2	3	4	4	2	4	3
dataset_05_00294	5	5	4	3	5	5	4	5	4	2	5	5
dataset_05_00295	4	3	2	3	2	3	4	4	3	2	2	2
dataset_05_00296	3	1	2	1	1	3	3	2	4	3	5	4
dataset_05_00297	4	5	2	2	3	5	3	2	3	1	1	1
dataset_05_00298	4	5	5	3	5	5	4	5	4	4	4	2
dataset_05_00299	1	1	1	1	1	1	2	5	2	2	2	1
dataset_05_00300	5	5	4	5	3	3	4	4	5	4	4	5
dataset_05_00301	2	1	2	1	1	4	2	5	4	3	3	1
dataset_05_00302	4	4	4	4	4	4	5	5	5	3	5	4
dataset_05_00303	4	5	3	2	5	5	5	5	4	4	5	5
dataset_05_00304	4	4	3	5	5	5	4	5	4	2	4	1
dataset_05_00305	4	2	4	4	3	2	2	4	3	2	4	4
dataset_05_00306	5	4	5	5	5	5	2	4	2	3	1	1
dataset_05_00307	5	4	4	4	5	5	5	3	4	5	4	5
dataset_05_00308	4	4	4	3	2	4	4	2	4	4	2	4
dataset_05_00309	4	3	1	1	4	4	4	1	4	4	4	1
dataset_05_00310	3	4	4	2	2	4	4	2	4	2	4	5
dataset_05_00311	5	2	5	4	4	5	2	5	1	1	2	1
dataset_05_00312	4	3	1	3	2	4	1	2	4	3	2	2
dataset_05_00313	4	5	3	3	3	5	4	3	5	2	2	1
dataset_05_00314	4	2	2	1	1	3	4	2	4	2	4	3
dataset_05_00315	4	2	3	2	3	2	2	1	4	3	4	2
dataset_05_00316	5	1	2	2	4	4	4	2	4	4	4	2
dataset_05_00317	1	1	4	1	3	2	2	5	2	2	1	1
dataset_05_00318	5	2	2	2	2	4	5	5	4	3	4	3
dataset_05_00319	2	2	2	3	4	5	4	2	4	2	4	2
dataset_05_00320	5	5	5	5	5	4	4	3	5	4	5	1
dataset_05_00321	4	5	4	4	5	5	5	5	4	5	3	4
dataset_05_00322	5	2	4	3	5	5	5	4	5	2	4	4
dataset_05_00323	4	4	4	4	3	4	4	2	5	5	4	5
dataset_05_00324	4	4	4	3	4	4	2	5	4	2	4	3
dataset_05_00325	5	5	5	5	5	5	4	5	4	2	1	2
dataset_05_00326	2	4	3	3	3	5	2	2	4	1	4	1
dataset_05_00327	3	4	5	4	4	4	4	4	4	5	2	4
dataset_05_00328	2	1	2	1	1	2	1	1	1	1	1	1
dataset_05_00329	4	1	2	1	1	4	4	5	5	2	2	1
dataset_05_00330	5	5	5	5	5	5	4	3	5	4	2	2
dataset_05_00331	4	2	2	2	2	4	4	1	4	4	2	2
dataset_05_00332	2	1	2	1	1	3	4	3	3	3	5	2
dataset_05_00333	5	3	5	3	5	5	5	3	5	5	4	4
dataset_05_00334	4	1	4	1	2	3	5	4	5	5	5	5
dataset_05_00335	2	2	4	2	2	2	1	2	1	1	1	1
dataset_05_00336	5	1	1	2	2	5	2	4	1	1	1	1
dataset_05_00337	5	4	1	2	3	5	4	3	3	2	1	1
dataset_05_00338	4	2	2	4	2	4	5	2	5	3	4	4
dataset_05_00339	4	2	3	1	3	3	5	2	4	3	3	2
dataset_05_00340	3	4	4	4	2	4	2	2	1	1	1	1
dataset_05_00341	5	4	5	4	3	5	2	2	4	3	4	1
dataset_05_00342	4	1	2	2	2	3	2	3	4	2	1	2
dataset_05_00343	4	4	3	2	4	4	1	5	4	1	1	1
dataset_05_00344	2	4	4	5	5	4	4	4	2	2	2	4
dataset_05_00345	5	4	5	5	3	5	4	1	5	4	4	4
dataset_05_00346	4	4	2	3	2	4	4	2	4	5	4	4
dataset_05_00347	5	5	4	4	5	5	4	2	4	4	5	4
dataset_05_00348	5	4	4	2	4	4	4	2	3	3	1	1
dataset_05_00349	5	2	4	2	1	2	3	5	4	4	4	2
dataset_05_00350	4	5	4	3	3	4	3	2	4	5	2	5
dataset_05_00351	5	4	5	5	5	4	4	5	3	4	2	1
dataset_05_00352	3	2	1	1	1	2	3	1	4	1	4	1
dataset_05_00353	4	5	5	5	4	5	5	3	4	2	4	5
dataset_05_00354	2	1	1	2	2	2	3	4	4	2	2	4
dataset_05_00355	5	4	5	5	4	5	4	3	5	4	4	3
dataset_05_00356	4	3	4	3	4	5	3	4	5	3	1	4
dataset_05_00357	3	1	2	3	1	2	2	1	4	3	1	1
dataset_05_00358	4	3	4	1	1	3	4	2	3	1	2	1
dataset_05_00359	4	3	4	1	3	4	4	2	3	2	1	2
dataset_05_00360	5	5	5	3	4	5	4	2	4	1	1	2
dataset_05_00361	3	5	4	3	5	5	1	5	3	2	2	1
dataset_05_00362	4	3	4	3	2	2	4	1	1	2	4	2
dataset_05_00363	5	3	4	3	3	4	4	4	5	3	4	2
dataset_05_00364	4	4	3	2	3	5	3	3	4	2	1	1
dataset_05_00365	5	5	4	4	4	5	4	5	4	4	4	5
dataset_05_00366	3	1	3	2	2	4	5	4	4	4	4	5
dataset_05_00367	2	4	1	2	2	3	5	3	4	3	3	2
dataset_05_00368	3	4	2	3	1	3	4	4	5	5	5	3
dataset_05_00369	2	4	5	4	4	4	4	2	2	2	2	3
dataset_05_00370	4	4	4	2	4	4	5	2	5	4	3	3
dataset_05_00371	4	4	3	3	4	4	5	4	4	4	5	4
dataset_05_00372	5	5	5	5	4	5	3	1	4	2	1	1
dataset_05_00373	3	4	4	2	5	4	3	2	5	4	3	4
dataset_05_00374	4	2	4	4	3	4	2	4	4	4	3	4
dataset_05_00375	3	2	2	1	2	1	1	5	1	1	1	1
dataset_05_00376	4	2	3	2	3	4	3	5	4	4	3	4
dataset_05_00377	5	4	5	5	5	5	5	4	5	2	3	4
dataset_05_00378	4	4	5	5	4	4	4	4	4	2	1	2
dataset_05_00379	5	5	4	5	5	5	3	1	2	5	4	4
dataset_05_00380	3	5	5	5	4	5	4	5	3	1	3	2
dataset_05_00381	2	5	4	2	3	5	3	3	2	4	4	2
dataset_05_00382	4	5	4	4	4	5	2	4	4	1	2	2
dataset_05_00383	2	1	2	2	4	4	5	5	4	2	5	4
dataset_05_00384	4	5	5	5	4	5	4	3	5	3	4	3
dataset_05_00385	4	4	2	2	2	4	3	3	4	2	1	1
dataset_05_00386	3	3	1	2	3	4	4	4	5	5	3	4
dataset_05_00387	4	5	4	4	4	5	2	4	1	2	1	1
dataset_05_00388	5	3	5	4	3	5	4	2	4	2	1	3
dataset_05_00389	2	1	1	1	1	3	3	5	1	1	1	2
dataset_05_00390	4	3	1	1	2	2	2	3	3	5	2	2
dataset_05_00391	1	2	4	2	1	4	5	5	4	2	4	2
dataset_05_00392	3	2	3	1	2	2	4	3	4	2	1	1
dataset_05_00393	3	2	2	1	3	2	4	4	2	4	1	1
dataset_05_00394	5	4	5	5	3	5	5	4	5	2	3	4
dataset_05_00395	4	1	4	4	4	4	3	5	4	2	2	1
dataset_05_00396	3	1	2	1	1	2	4	2	4	4	2	4
dataset_05_00397	2	4	2	2	4	4	3	1	2	3	2	2
dataset_05_00398	4	3	4	2	4	4	4	4	4	4	1	2
dataset_05_00399	2	3	2	4	3	5	5	5	5	3	5	2
dataset_05_00400	4	2	4	2	4	4	4	1	4	3	2	2
dataset_05_00401	2	4	3	2	2	3	2	2	1	1	1	1
dataset_05_00402	5	4	4	4	3	5	2	5	1	1	1	1
dataset_05_00403	5	5	3	5	4	5	3	1	3	1	2	2
dataset_05_00404	5	3	4	2	3	5	4	5	5	5	4	5
dataset_05_00405	4	4	4	3	3	4	4	3	5	5	5	3
dataset_05_00406	4	4	2	5	4	5	4	5	4	1	2	1
dataset_05_00407	5	5	4	3	4	5	5	3	4	3	4	4
dataset_05_00408	2	1	5	2	4	5	4	1	4	1	4	4
dataset_05_00409	4	3	5	3	5	5	2	2	2	4	1	1
dataset_05_00410	4	2	4	4	4	5	2	3	4	3	2	4
dataset_05_00411	2	3	5	2	4	3	2	2	4	4	4	2
dataset_05_00412	5	2	5	4	4	4	4	2	5	5	4	4
dataset_05_00413	3	4	4	4	2	4	1	2	4	2	1	2
dataset_05_00414	4	3	2	2	2	5	2	1	4	1	1	1
dataset_05_00415	4	4	4	2	4	5	5	5	5	5	4	5
dataset_05_00416	2	2	2	2	3	4	4	3	2	1	2	2
dataset_05_00417	2	2	1	1	1	3	2	4	4	2	1	1
dataset_05_00418	4	1	4	3	3	5	2	4	3	1	3	3
dataset_05_00419	4	5	2	1	4	3	2	2	4	1	2	1
