respondent_id	Q01	Q02	Q03	Q04	Q05	Q06	Q07	Q08	Q09	Q10	Q11	Q12
dataset_02_00059	4	4	5	5	4	5	4	3	5	4	3	2
dataset_02_00060	5	5	5	4	4	4	4	4	3	1	4	2
dataset_02_00061	1	1	2	3	2	4	4	1	2	1	1	1
dataset_02_00062	2	2	3	4	4	5	5	4	2	1	4	2
dataset_02_00063	5	3	4	2	2	5	4	5	5	5	3	5
dataset_02_00064	3	1	1	1	1	4	4	5	5	3	5	5
dataset_02_00065	4	2	3	2	1	2	1	1	3	2	4	3
dataset_02_00066	3	2	4	5	5	5	4	4	2	5	5	3
dataset_02_00067	3	2	3	4	4	5	5	4	4	2	3	2
dataset_02_00068	5	4	4	3	4	5	4	5	4	3	4	4
dataset_02_00069	2	3	3	3	5	5	5	2	4	3	3	3
dataset_02_00070	4	1	3	4	5	5	4	4	4	3	3	1
dataset_02_00071	4	4	5	4	4	5	5	5	5	5	4	5
dataset_02_00072	1	1	1	5	3	4	4	3	4	3	2	2
dataset_02_00073	4	2	2	2	1	3	2	1	1	1	3	2
dataset_02_00074	4	2	2	4	4	5	4	4	5	3	2	2
dataset_02_00075	4	4	5	3	3	3	3	4	4	3	4	3
dataset_02_00076	4	4	4	1	1	1	1	2	4	2	1	1
dataset_02_00077	4	1	1	4	5	5	4	4	4	4	4	5
dataset_02_00078	3	1	1	2	2	4	1	2	3	2	1	1
dataset_02_00079	5	5	5	2	1	3	2	1	3	4	2	1
dataset_02_00080	4	1	2	2	1	1	1	3	4	2	1	4
dataset_02_00081	4	3	3	5	4	5	4	2	2	2	1	2
dataset_02_00082	1	3	1	2	3	2	1	4	4	1	4	2
dataset_02_00083	1	1	1	3	2	3	4	2	3	1	1	1
dataset_02_00084	4	1	2	4	5	5	5	2	4	1	3	1
dataset_02_00085	4	2	2	1	2	2	1	4	3	1	4	2
dataset_02_00086	5	5	5	4	5	5	5	5	5	4	4	3
dataset_02_00087	3	4	4	2	4	5	4	5	5	4	5	5
dataset_02_00088	4	1	2	2	1	2	2	2	2	2	1	4
dataset_02_00089	1	3	3	2	3	3	2	1	2	2	2	2
dataset_02_00090	5	4	5	2	4	5	4	2	2	2	2	2
dataset_02_00091	4	3	3	1	1	2	2	3	2	4	1	1
dataset_02_00092	4	2	2	2	1	4	4	3	4	1	2	2
dataset_02_00093	4	4	5	2	4	4	5	4	4	5	4	4
dataset_02_00094	4	4	5	2	1	4	2	1	3	2	2	1
dataset_02_00095	4	5	5	1	1	5	5	4	4	1	4	2
dataset_02_00096	2	2	3	4	3	2	3	2	3	3	1	1
dataset_02_00097	5	5	5	2	1	3	2	5	5	3	2	4
dataset_02_00098	4	5	5	4	2	4	3	5	5	3	4	2
dataset_02_00099	5	4	4	3	3	5	3	4	4	3	3	4
dataset_02_00100	4	4	2	2	2	4	2	4	4	2	2	3
dataset_02_00101	4	2	3	5	5	5	5	2	3	1	1	1
dataset_02_00102	4	5	5	4	3	4	5	4	1	2	2	1
dataset_02_00103	5	4	3	2	4	5	5	5	4	2	5	4
dataset_02_00104	2	1	1	1	2	3	4	2	4	3	2	1
dataset_02_00105	3	1	1	1	2	1	1	2	4	1	1	1
dataset_02_00106	4	3	3	1	2	3	4	4	5	2	5	5
dataset_02_00107	2	2	2	2	3	3	4	5	4	2	1	2
dataset_02_00108	2	2	4	2	4	5	4	4	4	3	1	3
dataset_02_00109	4	2	3	2	2	4	1	1	5	3	1	2
dataset_02_00110	5	4	4	2	4	4	3	5	4	5	4	5
dataset_02_00111	5	4	4	2	3	4	4	2	1	1	1	1
dataset_02_00112	5	2	4	2	2	2	3	4	5	2	4	5
dataset_02_00113	2	1	1	3	2	3	4	5	5	4	4	5
dataset_02_00114	2	1	1	2	3	4	2	3	1	2	1	2
dataset_02_00115	2	2	2	2	1	2	2	1	1	2	1	1
dataset_02_00116	5	4	3	4	4	4	4	4	3	3	5	3
dataset_02_00117	4	5	5	2	4	5	4	4	3	2	2	1
dataset_02_00118	5	1	2	2	4	5	4	2	4	2	4	1
dataset_02_00119	5	4	4	3	3	5	5	4	5	5	4	5
dataset_02_00120	3	4	4	2	3	5	5	2	2	1	1	1
dataset_02_00121	3	2	4	3	1	3	4	3	4	1	1	1
dataset_02_00122	5	4	5	2	5	4	4	5	5	2	4	3
dataset_02_00123	5	5	4	1	2	5	5	2	3	1	2	1
dataset_02_00124	4	4	5	3	1	2	2	3	4	2	1	2
dataset_02_00125	2	1	3	5	5	5	5	4	4	4	2	4
dataset_02_00126	5	1	2	5	5	5	4	4	5	2	3	1
dataset_02_00127	5	4	5	2	4	5	3	3	4	2	4	5
dataset_02_00128	5	5	5	3	2	5	4	2	4	4	1	3
dataset_02_00129	4	1	2	2	4	4	4	2	2	1	2	1
dataset_02_00130	4	4	2	4	4	5	4	4	4	2	4	3
dataset_02_00131	3	2	3	5	3	5	5	5	3	5	1	3
dataset_02_00132	3	1	1	2	5	5	5	2	4	1	4	3
dataset_02_00133	2	1	2	4	2	4	4	3	4	1	1	2
dataset_02_00134	5	3	4	2	3	4	4	1	1	1	1	1
dataset_02_00135	5	4	2	2	1	4	2	4	4	3	1	2
dataset_02_00136	2	2	4	5	5	4	4	4	5	2	2	4
dataset_02_00137	5	4	4	4	4	4	4	4	3	1	3	1
dataset_02_00138	2	2	2	1	3	3	2	3	4	2	2	3
dataset_02_00139	3	2	2	1	3	2	3	4	4	3	4	2
dataset_02_00140	5	1	2	4	5	5	5	4	4	1	5	3
dataset_02_00141	4	2	3	4	3	5	4	3	4	2	5	2
dataset_02_00142	5	3	4	4	4	5	5	5	5	5	5	4
dataset_02_00143	3	3	3	1	3	3	4	2	1	3	3	1
dataset_02_00144	5	5	4	4	4	5	5	5	5	4	3	4
dataset_02_00145	2	2	3	4	5	5	4	3	5	1	1	2
dataset_02_00146	5	4	5	4	5	4	5	5	5	4	3	4
dataset_02_00147	4	3	5	1	2	4	1	2	4	4	3	4
dataset_02_00148	4	3	4	4	3	4	2	4	5	3	3	5
dataset_02_00149	4	2	2	3	2	5	4	2	4	1	2	1
dataset_02_00150	5	4	4	4	4	5	3	5	5	5	3	4
dataset_02_00151	4	4	3	2	2	3	5	5	4	5	5	3
dataset_02_00152	5	5	5	1	2	4	1	5	5	4	2	2
dataset_02_00153	3	2	2	4	4	5	5	3	4	1	2	2
dataset_02_00154	5	5	5	3	3	5	4	2	4	5	4	1
dataset_02_00155	4	3	4	4	4	5	4	3	2	2	4	2
dataset_02_00156	4	5	4	3	5	3	4	1	4	1	5	1
dataset_02_00157	5	4	5	2	4	4	5	2	4	3	1	3
dataset_02_00158	4	5	5	5	5	5	5	5	4	5	3	2
dataset_02_00159	4	2	3	2	4	5	5	4	5	4	4	5
dataset_02_00160	4	4	2	5	4	4	3	4	3	2	1	2
dataset_02_00161	4	1	4	3	3	4	3	3	4	3	3	2
dataset_02_00162	5	4	5	5	5	5	4	4	4	4	5	5
dataset_02_00163	5	4	4	3	5	5	5	1	1	1	1	2
dataset_02_00164	4	2	2	1	1	4	3	2	5	5	4	2
dataset_02_00165	5	2	4	3	4	5	1	1	2	1	1	2
dataset_02_00166	5	4	5	4	3	5	4	5	4	4	3	5
dataset_02_00167	4	2	4	4	5	5	5	2	4	2	1	4
dataset_02_00168	4	1	2	2	2	4	2	4	5	3	5	2
dataset_02_00169	4	1	2	1	1	1	1	2	3	4	2	1
dataset_02_00170	5	1	4	5	4	5	5	5	5	5	5	4
dataset_02_00171	1	1	1	4	4	5	3	2	4	2	5	4
dataset_02_00172	4	3	4	3	5	5	5	5	4	5	5	4
dataset_02_00173	3	3	5	4	4	5	5	3	2	4	2	1
dataset_02_00174	4	2	4	5	5	4	4	4	2	2	4	1
dataset_02_00175	5	3	3	2	2	4	4	3	4	2	2	2
dataset_02_00176	5	4	5	3	4	4	3	4	2	5	3	5
dataset_02_00177	5	4	5	3	3	5	4	4	3	2	1	3
dataset_02_00178	4	2	4	3	4	4	5	5	5	5	4	4
dataset_02_00179	3	4	4	2	1	4	1	4	4	4	1	2
dataset_02_00180	3	3	4	5	2	3	2	4	4	2	5	3
dataset_02_00181	4	2	4	4	4	5	4	4	4	2	5	1
dataset_02_00182	5	2	2	4	5	5	4	2	3	2	4	4
dataset_02_00183	4	5	5	2	3	4	5	1	2	2	4	3
dataset_02_00184	4	4	4	2	4	4	4	4	3	1	2	3
dataset_02_00185	3	3	4	2	5	4	4	4	5	5	2	4
dataset_02_00186	5	4	3	3	5	5	4	5	5	4	4	2
dataset_02_00187	1	1	1	3	2	3	2	1	2	2	1	2
dataset_02_00188	5	5	4	3	4	3	2	5	5	5	5	3
dataset_02_00189	4	4	5	3	2	4	4	1	1	2	1	2
dataset_02_00190	5	4	4	4	4	5	3	1	2	2	1	1
dataset_02_00191	4	2	3	5	5	5	4	3	2	2	2	2
dataset_02_00192	1	1	2	4	4	4	4	4	4	2	3	3
dataset_02_00193	1	1	4	1	2	2	3	5	4	5	4	3
dataset_02_00194	2	1	3	2	5	5	4	5	5	4	5	5
dataset_02_00195	2	1	2	1	2	4	1	3	5	2	2	1
dataset_02_00196	4	2	4	2	4	4	4	5	4	4	4	3
dataset_02_00197	5	5	5	4	2	4	4	5	4	4	4	4
dataset_02_00198	2	1	1	1	2	3	1	2	4	2	4	2
dataset_02_00199	5	5	5	5	5	5	5	4	5	3	5	4
dataset_02_00200	3	1	1	2	4	5	4	2	4	5	2	1
dataset_02_00201	4	4	5	3	3	4	2	2	3	2	3	1
dataset_02_00202	4	4	4	2	2	3	2	5	4	3	4	2
dataset_02_00203	5	4	5	4	5	5	5	2	4	2	1	1
dataset_02_00204	5	4	4	4	4	4	4	2	5	3	1	4
dataset_02_00205	2	2	2	2	4	2	3	1	2	2	1	1
dataset_02_00206	3	4	2	3	4	3	3	5	4	4	4	4
dataset_02_00207	3	4	5	3	2	4	4	4	4	1	3	1
dataset_02_00208	2	2	3	2	4	5	5	2	4	2	5	1
dataset_02_00209	4	2	4	1	2	3	1	4	4	4	5	1
dataset_02_00210	3	4	4	2	3	5	4	3	3	1	3	4
dataset_02_00211	4	4	3	2	2	2	2	2	4	1	2	3
dataset_02_00212	3	4	5	4	2	4	5	5	4	4	2	2
dataset_02_00213	2	4	4	2	4	5	4	4	2	2	1	1
dataset_02_00214	4	5	5	2	3	2	1	2	4	1	1	1
dataset_02_00215	5	2	4	2	3	4	4	5	4	2	4	5
dataset_02_00216	5	2	4	4	4	4	4	5	4	4	3	2
dataset_02_00217	2	4	4	4	1	4	3	1	1	1	1	1
dataset_02_00218	5	5	5	2	3	4	2	4	5	2	2	2
dataset_02_00219	3	2	4	4	3	5	4	5	3	2	4	4
dataset_02_00220	4	3	4	5	4	5	5	5	4	1	2	4
dataset_02_00221	5	5	5	2	3	2	2	4	1	1	1	1
dataset_02_00222	1	1	2	4	4	5	4	3	5	2	4	4
dataset_02_00223	4	2	4	1	4	2	2	4	4	2	1	4
dataset_02_00224	1	2	2	2	2	3	2	3	3	1	1	3
dataset_02_00225	2	1	1	2	4	5	5	2	4	2	1	1
dataset_02_00226	5	5	5	1	2	3	1	1	4	1	1	2
dataset_02_00227	3	1	2	2	3	3	2	2	2	1	2	4
dataset_02_00228	1	2	4	3	2	4	2	4	4	1	2	1
dataset_02_00229	4	4	3	4	5	4	4	4	4	4	1	2
dataset_02_00230	5	2	1	4	3	5	5	3	4	2	1	1
dataset_02_00231	1	1	1	2	3	2	4	5	3	2	2	3
dataset_02_00232	3	2	3	2	2	1	1	2	4	3	2	3
dataset_02_00233	1	3	4	1	1	3	3	2	3	2	2	1
dataset_02_00234	5	4	4	1	1	4	2	5	5	4	4	5
dataset_02_00235	4	4	5	5	3	5	4	3	5	2	4	1
dataset_02_00236	2	4	3	4	3	5	2	5	5	4	5	4
dataset_02_00237	4	4	4	3	2	4	4	2	4	2	2	2
dataset_02_00238	5	4	4	4	1	5	3	5	5	3	4	1
dataset_02_00239	4	3	4	1	4	2	4	2	5	2	1	2
dataset_02_00240	1	1	2	2	3	2	3	5	4	4	2	3
dataset_02_00241	4	3	4	3	3	3	4	2	4	2	2	4
dataset_02_00242	2	1	1	3	2	2	1	4	3	2	2	1
dataset_02_00243	5	4	5	3	4	4	4	5	3	5	2	2
dataset_02_00244	4	1	2	5	5	5	5	2	4	1	2	1
dataset_02_00245	5	3	4	3	4	5	4	1	2	1	1	3
dataset_02_00246	4	2	4	4	4	4	3	1	3	1	3	1
dataset_02_00247	5	4	5	3	2	1	4	3	4	1	1	1
dataset_02_00248	3	2	2	4	4	5	4	4	2	2	4	2
dataset_02_00249	2	2	3	3	5	4	4	3	5	4	5	4
dataset_02_00250	4	2	4	2	1	4	3	3	4	2	2	4
dataset_02_00251	4	4	3	2	4	5	4	5	5	3	5	3
dataset_02_00252	4	4	3	2	3	3	3	5	4	4	4	3
dataset_02_00253	4	4	5	1	1	3	2	2	2	2	2	1
dataset_02_00254	4	4	5	2	1	2	4	2	2	1	1	1
dataset_02_00255	2	1	1	3	2	5	4	5	4	3	1	2
dataset_02_00256	5	4	5	4	5	5	4	4	4	4	5	3
dataset_02_00257	2	1	3	1	1	3	2	3	3	1	1	1
dataset_02_00258	2	1	1	2	4	3	1	5	4	4	4	4
dataset_02_00259	4	2	2	3	2	5	4	2	5	2	1	4
dataset_02_00260	3	2	2	2	3	4	4	2	4	3	2	3
dataset_02_00261	4	2	2	3	2	4	3	3	4	1	1	1
dataset_02_00262	4	3	3	2	3	3	3	2	3	1	2	1
dataset_02_00263	2	1	2	3	4	5	5	5	5	4	5	4
dataset_02_00264	3	1	2	2	2	2	2	2	4	3	4	4
dataset_02_00265	1	1	1	4	1	4	2	4	4	1	1	1
dataset_02_00266	4	1	1	4	4	4	1	1	2	1	1	1
dataset_02_00267	2	4	2	5	5	5	4	2	4	1	4	1
dataset_02_00268	5	5	5	3	5	5	4	4	5	2	4	4
dataset_02_00269	4	4	4	5	3	5	4	2	2	3	3	1
dataset_02_00270	4	1	2	2	3	3	4	4	5	4	5	5
dataset_02_00271	4	2	5	4	3	4	3	5	4	1	4	3
dataset_02_00272	5	5	4	2	3	5	4	4	4	2	1	5
dataset_02_00273	4	3	4	5	2	3	4	5	4	2	2	2
dataset_02_00274	5	5	5	3	3	3	5	3	4	1	4	4
dataset_02_00275	5	4	4	2	4	4	4	3	4	2	4	1
dataset_02_00276	5	1	3	5	3	5	4	5	5	2	2	3
dataset_02_00277	1	2	4	1	2	2	3	1	2	1	1	1
dataset_02_00278	4	4	4	3	2	5	2	4	4	4	2	4
dataset_02_00279	4	2	3	3	2	5	4	1	4	1	1	1
dataset_02_00280	4	1	2	2	2	4	2	4	4	2	2	1
dataset_02_00281	4	2	1	2	4	5	4	2	4	2	1	2
dataset_02_00282	1	4	5	2	2	3	2	4	3	2	1	2
dataset_02_00283	2	3	2	2	4	4	1	4	5	1	2	1
dataset_02_00284	4	2	4	3	2	5	3	2	4	2	2	2
dataset_02_00285	2	4	5	2	4	4	3	3	4	1	1	3
dataset_02_00286	4	2	2	4	4	5	2	1	2	1	1	1
dataset_02_00287	5	5	4	1	4	4	4	3	4	4	4	4
dataset_02_00288	4	4	4	2	2	2	4	2	4	4	4	3
dataset_02_00289	4	5	5	5	4	5	4	5	4	2	5	1
dataset_02_00290	4	2	4	1	1	3	1	1	2	1	2	1
dataset_02_00291	3	2	3	5	3	5	4	2	2	2	2	1
dataset_02_00292	5	3	2	5	5	5	5	5	5	5	5	5
dataset_02_00293	4	4	3	5	4	4	5	2	4	2	3	1
dataset_02_00294	5	5	5	2	5	5	4	2	5	3	3	2
dataset_02_00295	4	4	4	1	1	2	1	1	3	1	1	1
dataset_02_00296	1	4	4	2	5	5	5	3	5	3	3	4
dataset_02_00297	5	5	4	4	5	5	4	5	4	5	2	3
dataset_02_00298	5	5	5	2	2	4	4	4	1	2	1	2
dataset_02_00299	4	3	5	2	4	4	3	3	5	3	5	5
dataset_02_00300	3	4	2	3	1	2	4	2	2	1	2	1
dataset_02_00301	5	5	5	2	4	4	5	5	5	5	5	4
dataset_02_00302	4	2	3	5	5	5	4	2	3	3	2	1
dataset_02_00303	3	2	2	2	3	5	4	3	4	4	2	3
dataset_02_00304	5	2	3	2	3	5	3	3	1	3	4	1
dataset_02_00305	5	5	5	3	4	4	4	5	3	4	4	3
dataset_02_00306	2	1	2	1	2	3	3	1	1	1	1	1
dataset_02_00307	4	5	4	2	1	2	3	2	2	1	1	1
dataset_02_00308	4	2	2	3	4	4	5	2	2	2	2	1
dataset_02_00309	5	4	5	2	4	4	2	2	2	2	1	2
dataset_02_00310	3	2	4	4	2	4	5	5	5	5	4	5
dataset_02_00311	1	1	1	1	1	1	2	3	3	1	2	4
dataset_02_00312	4	2	4	1	2	3	1	2	4	1	2	3
dataset_02_00313	3	2	4	3	2	5	5	2	2	2	1	2
dataset_02_00314	3	2	3	3	2	4	3	2	3	2	1	1
dataset_02_00315	5	4	5	2	1	4	4	5	4	4	3	1
dataset_02_00316	4	4	5	4	5	5	5	2	3	1	2	1
dataset_02_00317	3	2	4	2	5	5	4	2	4	4	1	1
dataset_02_00318	5	4	4	3	4	5	4	5	3	3	2	2
dataset_02_00319	3	2	4	3	3	5	5	5	5	2	5	2
dataset_02_00320	4	4	4	3	2	3	3	5	5	3	5	3
dataset_02_00321	5	5	5	5	5	5	5	4	3	2	4	5
dataset_02_00322	2	4	5	4	5	5	3	4	3	2	3	2
dataset_02_00323	5	5	5	2	4	5	4	4	2	2	2	4
dataset_02_00324	4	2	2	2	4	5	4	2	2	1	1	1
dataset_02_00325	4	4	4	4	3	5	3	4	2	2	3	1
dataset_02_00326	1	1	1	4	3	4	3	3	2	1	2	1
dataset_02_00327	4	4	4	1	2	2	1	2	4	4	5	4
dataset_02_00328	5	2	4	2	2	5	2	2	4	1	1	2
dataset_02_00329	5	3	2	3	3	4	5	2	4	2	1	4
dataset_02_00330	2	1	2	2	1	5	4	2	4	1	1	1
dataset_02_00331	2	4	3	3	5	5	4	1	2	2	1	2
dataset_02_00332	4	3	4	2	5	4	4	5	4	3	2	2
dataset_02_00333	5	4	5	5	4	5	5	4	5	4	5	5
dataset_02_00334	5	4	3	1	5	4	2	4	4	1	1	2
dataset_02_00335	5	5	5	4	5	5	3	2	4	4	3	1
dataset_02_00336	1	2	2	2	3	5	4	4	4	3	1	1
dataset_02_00337	4	4	4	3	4	4	4	4	5	2	2	1
dataset_02_00338	3	1	2	3	5	5	5	2	2	2	1	1
dataset_02_00339	5	4	4	4	4	5	5	4	2	4	3	3
dataset_02_00340	4	2	4	2	4	4	2	4	4	2	1	1
dataset_02_00341	2	3	5	2	2	4	2	1	2	2	1	1
dataset_02_00342	4	2	3	5	5	5	5	3	4	3	4	4
dataset_02_00343	5	5	5	2	3	3	5	2	5	4	1	4
dataset_02_00344	2	2	3	2	4	4	4	3	2	3	2	1
dataset_02_00345	3	3	2	1	3	4	2	2	3	2	1	2
dataset_02_00346	2	1	1	3	4	5	5	2	5	3	4	5
dataset_02_00347	5	3	4	3	4	4	5	1	5	3	4	2
dataset_02_00348	4	3	5	4	5	5	4	4	5	4	4	5
dataset_02_00349	4	3	5	3	5	5	4	5	5	5	5	4
dataset_02_00350	3	1	2	2	2	4	3	3	4	4	5	4
dataset_02_00351	5	4	5	1	2	2	2	1	1	1	4	1
dataset_02_00352	5	2	4	2	1	4	2	4	3	2	1	3
dataset_02_00353	5	5	4	1	3	5	4	3	5	2	4	4
dataset_02_00354	5	4	4	4	4	5	4	2	2	1	2	2
dataset_02_00355	5	4	5	1	2	5	4	4	4	3	4	5
dataset_02_00356	1	1	1	2	3	4	1	2	4	2	3	2
dataset_02_00357	5	4	4	2	2	4	2	2	2	4	1	3
dataset_02_00358	5	5	5	2	1	3	3	4	4	1	2	2
dataset_02_00359	5	5	5	4	5	5	5	5	4	5	4	1
dataset_02_00360	3	2	1	1	1	2	1	2	3	2	3	1
dataset_02_00361	4	3	4	2	3	5	4	2	2	1	2	1
dataset_02_00362	4	4	2	4	4	5	5	4	4	2	1	1
dataset_02_00363	4	2	2	5	4	5	4	5	4	2	5	4
dataset_02_00364	5	4	4	2	3	5	5	2	2	2	2	2
dataset_02_00365	1	4	4	3	2	5	4	1	2	1	1	1
dataset_02_00366	2	2	2	4	2	5	4	5	5	3	5	4
dataset_02_00367	4	4	4	3	1	4	4	5	4	5	5	5
dataset_02_00368	5	5	5	2	4	5	4	5	4	3	2	3
dataset_02_00369	2	2	4	1	3	3	1	4	4	2	2	2
dataset_02_00370	4	5	5	3	5	5	4	5	5	2	3	3
dataset_02_00371	2	5	5	4	4	5	5	4	4	2	1	4
dataset_02_00372	3	2	5	2	1	3	3	1	4	2	1	2
dataset_02_00373	2	1	1	4	4	4	4	2	5	2	2	2
dataset_02_00374	5	4	5	5	4	5	4	2	2	2	2	4
dataset_02_00375	5	4	5	1	3	4	2	2	1	2	1	1
dataset_02_00376	5	2	2	4	5	4	5	4	4	4	4	4
dataset_02_00377	3	1	4	4	4	5	4	2	3	1	2	2
dataset_02_00378	2	3	4	2	3	5	4	5	5	5	4	5
dataset_02_00379	4	3	2	3	4	4	2	1	4	2	2	1
dataset_02_00380	4	5	5	3	5	4	3	4	5	1	2	2
dataset_02_00381	3	3	1	4	2	3	2	4	5	5	3	5
dataset_02_00382	3	3	3	1	1	4	3	2	4	4	4	1
dataset_02_00383	5	5	5	4	2	5	3	2	2	1	3	3
dataset_02_00384	5	2	3	2	2	4	3	3	4	2	2	2
dataset_02_00385	5	5	5	4	5	4	4	5	5	5	5	5
dataset_02_00386	3	4	5	2	4	3	4	3	2	3	4	1
dataset_02_00387	5	4	5	2	4	4	3	4	4	2	1	1
dataset_02_00388	4	1	4	2	3	4	2	3	5	3	3	5
dataset_02_00389	5	4	5	5	5	5	5	2	1	2	3	2
dataset_02_00390	1	1	1	2	2	2	1	5	3	4	2	5
dataset_02_00391	4	4	4	2	4	1	1	2	3	3	2	4
dataset_02_00392	4	1	2	3	3	5	4	4	1	3	1	1
dataset_02_00393	3	1	2	4	5	5	5	5	5	4	5	4
dataset_02_00394	5	2	3	2	4	4	5	4	5	1	4	2
dataset_02_00395	2	2	4	3	4	5	4	2	2	1	1	2
dataset_02_00396	5	3	2	3	2	5	4	3	2	2	1	1
dataset_02_00397	5	2	2	3	4	2	3	5	5	5	2	2
dataset_02_00398	3	1	3	2	2	4	2	3	4	2	1	5
dataset_02_00399	4	2	3	2	2	4	3	1	2	2	1	2
dataset_02_00400	2	2	1	2	4	3	2	5	4	2	2	2
dataset_02_00401	4	2	3	3	5	5	3	4	2	4	2	1
dataset_02_00402	4	2	3	4	5	5	4	5	5	2	2	5
dataset_02_00403	3	1	1	2	3	1	2	2	2	1	2	1
dataset_02_00404	4	1	2	2	4	4	2	5	4	4	2	4
dataset_02_00405	3	2	4	4	3	5	1	4	4	2	2	3
dataset_02_00406	4	4	4	2	2	2	2	2	1	2	1	2
dataset_02_00407	4	3	4	1	2	3	2	1	3	4	3	3
dataset_02_00408	4	4	4	5	4	5	4	4	5	5	3	4
dataset_02_00409	1	1	2	5	4	5	5	5	2	4	2	2
dataset_02_00410	5	4	5	2	1	3	2	2	2	2	2	2
dataset_02_00411	4	4	4	1	2	2	1	2	1	1	3	1
dataset_02_00412	4	4	5	3	1	4	1	4	3	4	4	2
dataset_02_00413	5	4	4	5	4	5	1	4	4	3	4	4
dataset_02_00414	4	4	5	2	2	5	5	4	3	4	2	2
dataset_02_00415	4	2	3	4	2	5	4	1	2	1	4	2
dataset_02_00416	4	5	5	2	4	5	4	4	4	3	4	3
dataset_02_00417	4	4	4	4	3	5	3	5	5	5	4	5
dataset_02_00418	5	3	4	4	4	5	5	2	3	2	1	2
dataset_02_00419	4	4	3	5	4	5	4	4	5	4	5	5
