respondent_id	Q01	Q02	Q03	Q04	Q05	Q06	Q07	Q08	Q09	Q10	Q11	Q12
dataset_03_00033	2	2	2	2	3	4	4	4	5	2	4	2
dataset_03_00034	4	5	4	5	2	4	4	3	5	4	5	5
dataset_03_00035	5	5	5	5	4	3	4	2	5	4	5	5
dataset_03_00036	2	2	2	1	3	4	4	4	4	2	1	2
dataset_03_00037	4	2	2	2	1	4	2	4	4	1	1	2
dataset_03_00038	5	3	4	5	3	4	4	4	5	2	4	2
dataset_03_00039	5	4	4	3	3	5	1	3	4	3	4	2
dataset_03_00040	5	5	5	4	3	4	4	3	4	5	5	1
dataset_03_00041	4	2	4	4	5	5	5	5	5	4	5	5
dataset_03_00042	3	5	1	5	4	3	5	4	4	4	4	1
dataset_03_00043	4	3	5	5	4	3	2	5	5	4	5	4
dataset_03_00044	4	2	2	2	5	4	4	4	4	5	2	3
dataset_03_00045	4	4	5	4	2	5	3	4	4	3	2	2
dataset_03_00046	3	3	2	3	4	5	1	5	5	2	1	2
dataset_03_00047	1	1	2	1	2	4	4	1	4	2	2	1
dataset_03_00048	4	4	1	3	4	5	3	3	5	3	5	3
dataset_03_00049	5	4	5	4	4	4	4	3	4	4	3	1
dataset_03_00050	4	4	2	2	1	4	3	4	4	3	3	4
dataset_03_00051	4	2	4	4	4	4	4	4	5	5	3	5
dataset_03_00052	2	2	2	2	4	5	4	4	5	5	5	3
dataset_03_00053	4	4	5	5	3	4	2	4	5	4	5	1
dataset_03_00054	5	4	5	4	3	5	4	4	5	2	1	4
dataset_03_00055	4	4	4	4	5	4	4	3	3	2	2	4
dataset_03_00056	5	1	2	2	2	2	4	4	2	2	1	1
dataset_03_00057	4	3	2	1	2	3	4	4	3	2	2	2
dataset_03_00058	5	4	5	2	2	4	4	5	4	2	4	2
dataset_03_00059	4	2	3	4	3	3	3	4	4	4	3	4
dataset_03_00060	4	4	1	2	5	5	4	4	3	1	4	3
dataset_03_00061	5	5	5	4	5	4	2	4	5	5	4	5
dataset_03_00062	4	3	4	3	2	5	2	1	4	2	1	2
dataset_03_00063	5	4	5	4	5	4	4	2	4	2	5	2
dataset_03_00064	3	4	2	3	4	5	3	3	4	2	3	2
dataset_03_00065	5	4	3	2	4	2	4	1	2	2	5	2
dataset_03_00066	3	2	2	1	2	4	3	2	1	1	1	2
dataset_03_00067	4	1	2	1	4	3	4	4	3	2	2	1
dataset_03_00068	3	1	2	2	2	4	4	2	2	1	1	1
dataset_03_00069	4	3	4	5	5	4	5	4	4	4	4	4
dataset_03_00070	3	4	5	1	5	5	4	5	4	5	2	2
dataset_03_00071	5	2	1	2	4	5	4	5	2	4	2	2
dataset_03_00072	5	4	5	5	5	4	4	4	5	4	5	5
dataset_03_00073	4	1	3	2	4	4	4	2	1	1	1	1
dataset_03_00074	4	1	1	1	2	3	2	1	1	1	1	1
dataset_03_00075	4	2	2	2	1	2	1	1	3	4	4	2
dataset_03_00076	5	2	5	4	1	2	1	2	1	2	1	1
dataset_03_00077	4	3	3	2	2	4	2	3	2	1	2	1
dataset_03_00078	4	2	2	2	4	3	5	2	3	2	4	1
dataset_03_00079	3	2	3	2	2	5	4	2	4	2	3	1
dataset_03_00080	5	1	5	2	4	3	2	3	5	1	2	3
dataset_03_00081	4	5	5	5	1	4	3	2	5	3	5	5
dataset_03_00082	5	2	4	2	5	4	3	4	5	1	1	1
dataset_03_00083	4	4	5	5	5	5	4	2	5	3	4	4
dataset_03_00084	4	2	2	2	3	1	1	2	2	1	1	1
dataset_03_00085	5	4	3	3	4	5	5	4	5	5	5	3
dataset_03_00086	4	3	4	3	4	2	5	2	1	1	1	1
dataset_03_00087	4	2	2	1	1	1	4	1	3	1	1	1
dataset_03_00088	4	1	4	2	4	1	3	1	2	3	2	2
dataset_03_00089	4	4	4	4	4	5	5	5	5	2	4	2
dataset_03_00090	2	1	4	2	1	3	2	2	2	1	1	1
dataset_03_00091	2	2	2	1	2	3	2	4	3	1	3	1
dataset_03_00092	4	2	2	2	1	1	2	1	4	2	3	4
dataset_03_00093	4	5	2	2	5	4	3	2	4	2	1	3
dataset_03_00094	4	4	4	3	2	3	3	2	4	4	5	2
dataset_03_00095	5	3	3	2	4	5	1	2	5	3	3	2
dataset_03_00096	2	1	2	3	4	2	1	1	4	1	1	1
dataset_03_00097	5	3	3	3	3	4	3	1	4	1	4	2
dataset_03_00098	5	5	3	3	4	5	5	4	5	3	2	3
dataset_03_00099	1	3	1	1	1	3	2	3	4	2	2	3
dataset_03_00100	5	5	5	2	5	5	4	5	4	5	4	5
dataset_03_00101	4	1	4	2	4	5	2	4	1	1	2	2
dataset_03_00102	2	1	2	1	3	4	3	3	2	2	3	3
dataset_03_00103	4	4	5	3	4	5	4	5	4	2	1	3
dataset_03_00104	4	5	4	4	4	5	4	4	5	4	4	4
dataset_03_00105	4	2	3	2	2	5	3	1	4	4	2	3
dataset_03_00106	5	4	5	5	5	5	5	5	5	5	3	5
dataset_03_00107	3	4	4	3	3	3	3	2	2	2	4	2
dataset_03_00108	4	1	4	2	4	5	4	5	2	1	1	1
dataset_03_00109	5	5	4	5	5	5	5	5	5	4	5	3
dataset_03_00110	4	1	4	1	4	5	4	5	4	4	5	2
dataset_03_00111	4	3	4	1	2	2	4	1	3	1	4	3
dataset_03_00112	4	4	4	3	4	5	1	3	5	4	4	3
dataset_03_00113	3	4	4	2	4	4	3	4	4	2	2	4
dataset_03_00114	5	4	4	4	4	4	4	5	5	1	2	3
dataset_03_00115	4	2	4	1	5	4	5	4	5	4	5	3
dataset_03_00116	4	3	4	3	4	4	3	2	2	2	1	5
dataset_03_00117	4	2	1	1	2	2	4	2	4	4	3	2
dataset_03_00118	4	1	4	2	2	3	4	5	5	4	2	2
dataset_03_00119	1	1	3	1	3	4	3	3	2	1	1	1
dataset_03_00120	5	3	4	1	4	4	5	2	3	2	1	3
dataset_03_00121	4	4	2	4	4	5	4	4	4	1	2	1
dataset_03_00122	3	4	5	5	3	2	4	4	2	2	1	2
dataset_03_00123	5	4	4	4	5	5	4	3	4	4	5	2
dataset_03_00124	3	2	4	1	2	4	2	4	4	3	2	1
dataset_03_00125	2	1	4	2	1	4	4	4	4	2	3	2
dataset_03_00126	5	1	3	5	5	4	4	4	5	5	5	3
dataset_03_00127	4	5	3	5	4	4	2	5	5	3	4	5
dataset_03_00128	5	4	4	3	4	4	4	4	4	3	3	2
dataset_03_00129	4	1	4	3	1	1	1	3	5	2	1	1
dataset_03_00130	3	3	2	2	4	5	4	2	5	4	5	1
dataset_03_00131	2	2	2	1	3	5	4	5	5	2	4	5
dataset_03_00132	4	5	2	5	2	5	4	4	4	2	2	1
dataset_03_00133	5	5	3	4	1	4	4	2	5	3	4	4
dataset_03_00134	4	4	2	2	2	5	4	2	2	2	1	1
dataset_03_00135	4	4	4	2	5	5	4	3	4	4	4	5
dataset_03_00136	5	2	4	2	2	4	3	1	2	1	4	1
dataset_03_00137	4	2	4	4	2	5	4	2	2	2	2	2
dataset_03_00138	4	4	2	1	4	4	4	3	2	3	5	3
dataset_03_00139	5	5	4	5	5	5	4	4	4	3	1	4
dataset_03_00140	5	5	5	4	4	5	5	4	5	4	5	3
dataset_03_00141	2	1	1	1	2	4	3	2	4	4	4	2
dataset_03_00142	5	4	2	5	5	5	5	5	5	2	4	1
dataset_03_00143	4	2	4	3	1	2	2	2	4	3	2	2
dataset_03_00144	4	1	2	1	3	3	2	3	4	3	2	2
dataset_03_00145	2	4	4	1	2	4	4	3	4	4	4	2
dataset_03_00146	2	5	2	2	4	4	2	4	3	2	2	2
dataset_03_00147	5	1	2	2	5	4	3	3	4	1	1	1
dataset_03_00148	4	4	4	4	5	5	4	4	4	2	4	5
dataset_03_00149	5	4	4	4	4	4	3	3	5	5	5	4
dataset_03_00150	4	1	4	3	2	2	4	1	5	2	2	2
dataset_03_00151	3	4	4	2	2	5	3	4	5	2	4	2
dataset_03_00152	5	1	5	4	2	5	4	5	5	2	4	4
dataset_03_00153	1	1	1	2	1	3	1	1	3	1	1	1
dataset_03_00154	4	1	3	2	2	4	1	2	3	2	4	2
dataset_03_00155	2	3	2	3	2	4	2	3	3	2	1	2
dataset_03_00156	4	2	4	2	4	2	4	2	4	3	2	2
dataset_03_00157	2	1	2	1	4	2	3	2	3	2	3	1
dataset_03_00158	4	4	4	5	4	5	5	4	4	4	5	3
dataset_03_00159	2	4	1	3	5	5	4	2	3	2	2	1
dataset_03_00160	1	2	2	1	3	3	3	2	3	2	1	1
dataset_03_00161	5	5	5	5	3	5	5	5	4	4	2	2
dataset_03_00162	4	1	1	2	4	5	2	2	1	5	3	2
dataset_03_00163	5	5	4	3	4	4	3	2	4	5	4	3
dataset_03_00164	2	2	3	3	4	4	4	4	4	2	4	3
dataset_03_00165	5	4	5	5	5	5	5	5	5	5	5	5
dataset_03_00166	4	4	5	4	5	5	5	5	5	5	5	5
dataset_03_00167	5	5	5	5	4	5	5	2	4	2	2	3
dataset_03_00168	5	5	5	5	5	5	5	5	5	5	5	5
dataset_03_00169	5	5	5	5	4	5	5	2	5	4	5	5
dataset_03_00170	4	5	5	4	4	5	4	5	5	2	5	3
dataset_03_00171	4	2	4	2	4	4	4	2	4	1	4	4
dataset_03_00172	3	1	2	2	2	4	3	4	3	1	4	4
dataset_03_00173	2	3	3	1	4	4	3	2	2	2	2	1
dataset_03_00174	2	1	1	1	2	4	1	2	1	1	1	1
dataset_03_00175	4	2	4	2	3	4	4	2	3	2	2	2
dataset_03_00176	3	5	4	3	4	4	4	4	4	4	3	5
dataset_03_00177	5	4	4	5	5	5	5	3	5	2	5	3
dataset_03_00178	3	1	1	2	5	5	4	4	5	5	5	5
dataset_03_00179	5	2	5	4	5	5	4	4	4	3	2	1
dataset_03_00180	5	3	5	4	5	5	4	4	5	4	5	2
dataset_03_00181	2	3	1	1	2	4	4	2	4	1	2	1
dataset_03_00182	4	4	5	5	5	4	5	5	5	4	4	4
dataset_03_00183	3	5	2	3	3	3	3	2	5	5	5	5
dataset_03_00184	4	4	2	4	4	3	4	2	5	2	4	2
dataset_03_00185	1	2	2	1	4	5	2	2	3	3	4	1
dataset_03_00186	4	1	2	2	3	4	2	5	3	3	1	1
dataset_03_00187	4	1	4	2	1	4	4	4	3	2	2	3
dataset_03_00188	5	2	4	2	3	2	2	5	2	1	5	2
dataset_03_00189	4	4	5	4	5	5	4	4	3	3	4	2
dataset_03_00190	4	4	3	3	5	5	4	4	4	3	3	4
dataset_03_00191	5	4	4	4	4	4	4	4	5	4	5	2
dataset_03_00192	5	4	4	3	5	5	5	4	2	2	3	2
dataset_03_00193	4	4	3	3	5	5	5	5	5	3	4	3
dataset_03_00194	5	5	4	5	5	5	5	5	5	5	2	5
dataset_03_00195	4	2	4	3	2	3	3	2	2	1	1	1
dataset_03_00196	5	4	3	2	3	4	4	3	5	4	4	3
dataset_03_00197	4	4	5	3	2	4	4	1	2	2	1	4
dataset_03_00198	4	2	4	2	3	5	5	5	5	5	4	5
dataset_03_00199	4	1	1	2	4	4	2	3	1	2	1	1
dataset_03_00200	4	2	4	2	2	4	5	4	4	2	2	2
dataset_03_00201	5	4	3	2	4	4	4	4	3	2	4	1
dataset_03_00202	4	5	1	3	4	5	2	5	5	5	4	5
dataset_03_00203	3	2	2	1	4	3	4	1	4	2	5	4
dataset_03_00204	5	5	5	2	3	4	3	4	2	3	1	2
dataset_03_00205	4	2	1	2	2	3	4	2	3	3	2	4
dataset_03_00206	4	4	5	3	4	5	5	5	4	2	4	4
dataset_03_00207	5	4	4	4	3	5	4	4	5	1	4	2
dataset_03_00208	5	5	5	5	4	5	4	2	4	4	2	3
dataset_03_00209	5	5	5	2	3	5	3	3	5	4	4	3
dataset_03_00210	5	5	5	5	3	5	5	3	5	5	5	4
dataset_03_00211	2	2	2	4	4	4	2	3	4	2	2	1
dataset_03_00212	5	4	4	2	5	5	4	3	4	1	2	1
dataset_03_00213	5	5	5	3	3	4	4	2	4	4	4	4
dataset_03_00214	4	4	4	2	3	5	4	2	5	3	4	4
dataset_03_00215	4	2	1	2	3	4	4	4	4	4	2	2
dataset_03_00216	1	3	2	4	4	4	4	4	2	2	1	2
dataset_03_00217	2	1	4	3	2	4	4	3	2	1	3	1
dataset_03_00218	4	5	5	3	5	4	2	3	5	4	5	4
dataset_03_00219	4	2	5	4	2	4	2	4	4	2	4	2
dataset_03_00220	4	1	4	2	2	2	1	2	3	2	1	1
dataset_03_00221	4	4	4	5	3	5	4	5	4	3	5	5
dataset_03_00222	1	2	4	3	3	5	5	4	4	1	2	2
dataset_03_00223	5	5	5	5	5	5	5	5	5	5	5	5
dataset_03_00224	4	3	4	2	4	5	5	4	4	4	5	5
dataset_03_00225	1	2	4	2	1	2	1	1	4	1	2	1
dataset_03_00226	5	2	3	3	3	4	4	4	4	5	3	3
dataset_03_00227	4	3	5	4	2	5	4	3	4	2	4	2
dataset_03_00228	5	2	2	2	2	4	4	1	4	2	2	2
dataset_03_00229	2	2	1	1	2	2	1	1	2	1	2	1
dataset_03_00230	5	5	4	4	5	5	5	4	2	2	2	2
dataset_03_00231	1	1	3	1	2	3	2	3	5	1	1	2
dataset_03_00232	5	3	5	3	5	5	4	5	5	1	1	2
dataset_03_00233	5	5	5	5	5	4	4	5	2	2	2	2
dataset_03_00234	3	2	1	4	4	5	2	3	1	1	4	1
dataset_03_00235	5	4	4	2	2	4	3	3	2	1	2	2
dataset_03_00236	5	2	3	1	2	2	2	1	1	1	1	1
dataset_03_00237	4	3	5	4	4	3	2	1	4	3	4	2
dataset_03_00238	5	3	5	4	5	5	5	5	5	5	5	3
dataset_03_00239	4	5	3	4	2	4	3	3	4	2	1	1
dataset_03_00240	3	4	2	2	1	4	3	2	3	1	4	4
dataset_03_00241	4	3	2	4	4	5	4	4	2	2	1	2
dataset_03_00242	5	5	4	2	5	5	5	5	5	4	5	4
dataset_03_00243	4	4	5	1	4	5	4	4	3	2	1	3
dataset_03_00244	5	4	5	2	3	2	4	3	4	2	4	2
dataset_03_00245	5	4	5	4	5	5	5	4	4	3	4	3
dataset_03_00246	2	1	4	2	3	4	1	2	2	1	1	2
dataset_03_00247	4	2	4	3	4	4	2	4	1	1	1	1
dataset_03_00248	2	2	2	3	3	3	4	3	2	2	1	3
dataset_03_00249	5	1	2	4	3	5	5	2	3	4	2	2
dataset_03_00250	5	1	3	2	4	4	3	2	4	1	1	1
dataset_03_00251	4	2	2	4	5	5	4	4	4	3	5	2
dataset_03_00252	5	1	2	1	2	4	1	3	4	1	2	1
dataset_03_00253	4	2	5	3	4	4	4	4	4	3	2	4
dataset_03_00254	4	1	4	2	2	3	1	4	2	3	3	1
dataset_03_00255	4	4	4	3	5	5	4	5	4	2	1	3
dataset_03_00256	4	4	4	1	4	4	4	3	4	4	2	1
dataset_03_00257	4	4	2	1	4	4	4	3	1	1	3	1
dataset_03_00258	5	3	3	4	4	5	5	5	4	4	4	2
dataset_03_00259	4	4	4	2	2	5	4	3	3	2	2	2
dataset_03_00260	5	2	2	1	4	3	2	2	5	3	4	4
dataset_03_00261	4	4	2	5	3	3	4	4	5	4	3	2
dataset_03_00262	1	1	1	2	1	3	2	1	2	2	1	2
dataset_03_00263	5	4	3	2	4	4	4	2	4	1	3	2
dataset_03_00264	4	4	2	2	2	4	4	2	5	2	5	2
dataset_03_00265	5	4	5	5	4	5	5	5	4	5	5	5
dataset_03_00266	4	5	5	3	2	4	5	2	4	3	2	4
dataset_03_00267	3	1	4	2	3	2	4	4	2	2	4	1
dataset_03_00268	3	4	2	1	3	3	4	1	2	1	1	2
dataset_03_00269	5	1	4	2	4	5	2	2	4	4	5	4
dataset_03_00270	2	2	1	2	4	4	4	4	3	1	3	1
dataset_03_00271	5	4	5	4	5	4	4	4	5	3	5	3
dataset_03_00272	1	4	4	2	4	5	4	2	5	4	5	5
dataset_03_00273	2	3	2	3	2	5	4	2	4	3	2	2
dataset_03_00274	5	4	5	5	5	5	5	5	5	2	4	4
dataset_03_00275	2	3	2	2	4	3	4	1	4	2	2	1
dataset_03_00276	4	4	3	3	5	4	5	2	4	4	2	4
dataset_03_00277	4	1	4	2	3	4	3	3	5	4	2	4
dataset_03_00278	4	4	4	3	3	4	5	3	4	2	2	2
dataset_03_00279	2	2	4	2	1	4	2	4	4	2	4	2
dataset_03_00280	4	5	4	4	3	5	3	4	5	3	4	5
dataset_03_00281	4	1	2	1	3	4	4	4	2	2	1	1
dataset_03_00282	4	2	3	1	1	3	3	5	4	1	5	4
dataset_03_00283	4	1	1	2	3	4	2	4	2	1	2	1
dataset_03_00284	2	4	4	2	4	5	5	5	5	5	5	5
dataset_03_00285	4	5	3	5	4	5	5	4	4	4	5	5
dataset_03_00286	4	4	5	3	4	5	5	4	3	2	1	1
dataset_03_00287	4	5	2	2	2	4	3	4	3	1	1	1
dataset_03_00288	3	1	4	3	4	5	5	2	5	5	4	4
dataset_03_00289	1	1	1	1	2	4	3	1	1	1	1	2
dataset_03_00290	5	5	5	5	5	5	5	5	4	4	4	2
dataset_03_00291	5	4	4	3	5	5	5	4	5	1	5	5
dataset_03_00292	5	3	5	3	5	4	5	5	4	1	2	5
dataset_03_00293	3	2	4	1	3	3	2	3	3	1	1	2
dataset_03_00294	5	5	4	4	5	5	5	5	4	5	2	2
dataset_03_00295	3	2	4	1	2	3	2	2	4	1	5	2
dataset_03_00296	2	2	4	1	1	2	4	2	2	1	2	2
dataset_03_00297	4	5	4	3	5	5	4	5	5	5	5	4
dataset_03_00298	4	4	4	2	5	4	5	5	5	4	5	4
dataset_03_00299	5	5	4	2	5	5	4	5	5	2	5	2
dataset_03_00300	5	5	5	5	5	5	5	5	5	4	4	4
dataset_03_00301	4	4	3	4	4	5	5	4	5	5	5	5
dataset_03_00302	1	2	3	2	1	2	2	2	1	1	1	1
dataset_03_00303	3	1	2	4	2	5	4	4	5	4	1	2
dataset_03_00304	1	1	2	1	2	4	2	2	4	2	1	1
dataset_03_00305	5	4	5	4	3	5	4	4	5	4	4	4
dataset_03_00306	4	1	4	2	2	2	4	1	2	2	1	1
dataset_03_00307	5	4	4	3	4	4	4	4	4	2	5	4
dataset_03_00308	2	4	5	5	4	4	4	4	4	4	3	1
dataset_03_00309	2	2	2	3	5	5	2	4	1	1	1	1
dataset_03_00310	4	5	5	5	4	4	4	2	5	5	5	5
dataset_03_00311	4	3	4	1	1	1	1	1	5	2	5	5
dataset_03_00312	5	4	5	5	1	4	4	4	4	2	3	1
dataset_03_00313	5	5	5	5	5	3	4	5	3	2	4	2
dataset_03_00314	4	3	5	5	4	4	3	4	4	2	4	2
dataset_03_00315	5	4	3	2	4	5	5	4	4	1	4	2
dataset_03_00316	2	1	1	1	1	1	1	1	4	2	3	1
dataset_03_00317	5	5	3	2	4	4	2	4	5	2	5	3
dataset_03_00318	3	2	2	2	1	1	1	1	1	1	1	1
dataset_03_00319	4	1	4	1	3	5	4	4	3	1	2	2
dataset_03_00320	5	4	4	5	3	5	4	4	5	1	5	4
dataset_03_00321	5	4	4	2	2	4	4	4	5	1	5	3
dataset_03_00322	4	3	5	2	2	4	4	3	4	1	3	5
dataset_03_00323	4	2	4	3	4	3	3	3	4	3	3	2
dataset_03_00324	2	1	4	2	3	2	3	4	4	1	3	2
dataset_03_00325	4	3	5	3	3	4	4	2	4	3	2	1
dataset_03_00326	4	4	4	2	3	5	4	4	2	2	3	2
dataset_03_00327	5	5	5	4	5	4	4	4	5	4	5	4
dataset_03_00328	4	2	4	4	5	5	5	5	4	4	4	5
dataset_03_00329	3	4	2	5	5	4	5	3	5	2	4	3
dataset_03_00330	4	4	3	4	4	4	4	2	4	4	3	2
dataset_03_00331	4	4	2	2	4	4	2	4	3	4	4	4
dataset_03_00332	4	4	3	4	5	5	5	4	4	2	4	3
dataset_03_00333	5	1	3	2	2	5	5	4	4	2	4	1
dataset_03_00334	5	5	5	5	2	3	2	4	4	1	4	1
dataset_03_00335	4	3	4	3	2	5	4	2	3	2	2	2
dataset_03_00336	3	2	3	2	4	5	5	2	4	3	4	4
dataset_03_00337	4	4	1	4	4	3	4	3	5	2	4	2
dataset_03_00338	5	4	4	2	2	2	4	1	4	2	4	2
dataset_03_00339	5	5	4	4	4	4	4	3	5	4	4	2
dataset_03_00340	2	2	1	2	3	3	2	2	3	2	2	2
dataset_03_00341	3	2	3	1	4	2	4	3	4	2	1	1
dataset_03_00342	4	4	3	3	3	5	5	2	2	2	2	4
dataset_03_00343	3	1	2	1	2	3	2	2	3	1	1	1
dataset_03_00344	4	4	4	4	1	4	3	4	5	1	2	1
dataset_03_00345	4	2	2	4	3	4	4	4	4	5	2	3
dataset_03_00346	5	4	5	1	5	5	4	4	5	5	4	3
dataset_03_00347	4	1	4	2	5	5	4	4	5	3	2	3
dataset_03_00348	3	5	3	3	4	5	4	4	4	2	2	1
dataset_03_00349	4	1	4	4	2	3	5	4	3	2	4	2
dataset_03_00350	5	4	4	4	5	5	5	5	4	1	3	2
dataset_03_00351	4	3	4	2	1	4	1	2	3	1	1	1
dataset_03_00352	4	3	4	2	2	5	4	3	4	4	4	4
dataset_03_00353	3	2	3	3	2	2	2	3	3	1	4	2
dataset_03_00354	4	2	5	4	1	4	2	2	2	2	2	3
dataset_03_00355	5	4	4	2	5	5	2	4	5	2	5	2
dataset_03_00356	4	3	4	2	2	3	2	2	2	2	2	2
dataset_03_00357	5	5	3	4	5	4	5	3	4	2	1	4
dataset_03_00358	3	2	1	1	2	2	1	2	3	1	1	3
dataset_03_00359	3	2	5	2	2	3	3	2	2	2	3	1
dataset_03_00360	4	4	5	2	3	5	4	4	4	5	1	2
dataset_03_00361	1	3	3	2	4	4	4	4	5	3	5	4
dataset_03_00362	4	5	4	5	1	1	3	2	4	2	4	2
dataset_03_00363	1	1	2	1	2	3	1	2	3	1	1	1
dataset_03_00364	1	1	4	1	1	3	4	1	2	2	1	1
dataset_03_00365	5	4	5	5	5	3	5	5	4	5	4	4
dataset_03_00366	5	5	4	3	4	5	4	4	5	5	3	4
dataset_03_00367	3	3	3	1	4	4	3	3	4	2	4	4
dataset_03_00368	3	1	3	2	3	4	2	2	4	3	4	1
dataset_03_00369	3	3	4	4	2	3	3	2	4	1	3	2
dataset_03_00370	4	4	3	4	2	5	4	2	4	2	4	1
dataset_03_00371	5	3	5	3	5	4	5	5	5	5	2	5
dataset_03_00372	4	3	4	2	4	2	2	3	4	1	1	1
dataset_03_00373	3	1	2	3	2	5	4	4	2	1	2	2
dataset_03_00374	3	1	4	4	4	5	4	5	5	5	5	5
dataset_03_00375	4	2	4	2	2	3	4	2	3	2	3	3
dataset_03_00376	5	5	5	4	4	5	4	4	5	5	3	5
dataset_03_00377	2	4	4	4	2	4	4	4	4	2	4	5
dataset_03_00378	3	4	3	3	3	4	3	1	4	4	1	4
dataset_03_00379	5	4	4	4	3	5	4	3	4	2	4	2
dataset_03_00380	5	2	2	2	2	3	3	4	4	3	4	2
dataset_03_00381	5	4	3	3	5	5	5	4	5	4	4	1
dataset_03_00382	4	1	4	5	2	2	2	2	4	2	1	2
dataset_03_00383	4	5	5	4	4	5	5	3	4	3	5	4
dataset_03_00384	1	1	3	2	1	5	3	1	5	2	1	1
dataset_03_00385	5	3	4	5	2	3	4	4	3	1	5	1
dataset_03_00386	2	3	3	2	1	2	2	1	3	2	2	3
dataset_03_00387	5	1	3	3	1	4	3	4	4	1	1	1
dataset_03_00388	5	4	5	4	3	5	4	3	5	5	1	3
dataset_03_00389	3	3	4	4	5	4	4	4	4	1	5	4
dataset_03_00390	4	3	5	4	2	5	5	5	5	4	5	2
dataset_03_00391	4	4	4	4	1	4	2	2	5	2	5	3
dataset_03_00392	5	3	4	5	4	5	4	4	4	3	4	2
dataset_03_00393	4	2	4	2	3	4	3	4	2	4	2	3
dataset_03_00394	4	1	2	3	4	3	4	2	4	1	4	3
dataset_03_00395	5	5	5	2	4	5	3	5	5	3	5	4
dataset_03_00396	5	4	5	4	4	5	4	3	5	3	5	2
dataset_03_00397	5	5	2	2	5	4	3	4	3	1	1	2
dataset_03_00398	4	2	4	2	1	3	3	2	2	1	1	1
dataset_03_00399	4	4	4	3	2	5	2	4	5	2	4	4
dataset_03_00400	4	1	4	2	4	4	2	4	2	2	2	4
dataset_03_00401	4	5	4	2	3	5	4	2	3	4	4	4
dataset_03_00402	4	2	4	2	4	3	2	4	4	2	4	3
dataset_03_00403	3	3	4	2	2	3	4	2	3	2	2	1
dataset_03_00404	3	3	4	1	4	5	4	4	4	5	2	4
dataset_03_00405	4	5	5	4	2	4	4	4	4	4	4	5
dataset_03_00406	3	2	2	3	4	2	2	3	5	2	2	2
dataset_03_00407	4	5	5	4	4	4	2	2	5	1	4	3
dataset_03_00408	4	1	2	3	5	5	5	5	4	3	3	2
dataset_03_00409	4	4	4	5	4	4	3	3	5	1	4	1
dataset_03_00410	4	4	5	2	4	4	5	5	5	4	2	2
dataset_03_00411	5	4	4	4	4	3	3	3	5	4	4	5
dataset_03_00412	5	5	3	2	4	5	4	4	5	4	3	5
dataset_03_00413	3	4	2	4	4	4	4	3	3	2	3	3
dataset_03_00414	4	5	5	5	2	4	4	3	4	2	3	3
dataset_03_00415	3	2	2	1	3	2	2	2	5	1	2	1
dataset_03_00416	4	1	3	3	3	4	4	3	3	1	4	2
dataset_03_00417	5	3	4	2	2	4	4	1	3	2	4	3
dataset_03_00418	2	4	2	3	4	4	4	5	4	1	1	1
dataset_03_00419	4	1	4	2	4	3	4	5	4	4	1	4
