respondent_id	Q01	Q02	Q03	Q04	Q05	Q06	Q07	Q08	Q09	Q10	Q11	Q12
dataset_04_00060	4	2	2	2	2	5	3	3	1	5	1	2
dataset_04_00061	4	2	4	2	5	5	4	4	4	1	3	5
dataset_04_00062	3	4	4	3	4	4	2	2	1	2	3	4
dataset_04_00063	4	4	4	3	2	4	3	3	1	2	1	1
dataset_04_00064	2	2	4	2	2	4	3	2	4	2	2	2
dataset_04_00065	5	4	5	3	4	4	5	5	5	3	5	5
dataset_04_00066	2	1	4	3	3	4	3	4	4	1	2	2
dataset_04_00067	3	1	1	1	2	4	3	3	2	1	1	1
dataset_04_00068	4	1	2	4	2	2	1	3	4	2	2	1
dataset_04_00069	4	4	5	2	1	3	4	3	4	2	1	2
dataset_04_00070	4	4	5	4	3	4	5	5	5	4	3	4
dataset_04_00071	1	4	2	2	2	3	4	1	4	3	4	2
dataset_04_00072	4	3	3	2	1	5	4	3	3	1	2	2
dataset_04_00073	3	2	4	2	2	3	4	2	4	2	4	1
dataset_04_00074	3	5	1	2	4	4	4	4	4	2	1	4
dataset_04_00075	5	2	4	1	5	4	3	1	3	2	3	3
dataset_04_00076	2	1	2	2	3	4	2	2	3	2	2	2
dataset_04_00077	5	5	2	3	4	4	3	4	4	2	1	1
dataset_04_00078	5	3	5	2	3	3	1	3	4	3	3	2
dataset_04_00079	4	3	4	2	4	5	2	5	4	2	5	5
dataset_04_00080	2	2	2	3	1	5	4	5	4	1	1	2
dataset_04_00081	1	5	4	4	3	3	4	4	4	1	2	2
dataset_04_00082	4	2	4	3	2	4	3	2	3	3	4	4
dataset_04_00083	4	4	4	4	2	5	4	4	4	3	4	2
dataset_04_00084	4	2	5	4	3	3	2	2	4	1	4	2
dataset_04_00085	4	4	5	4	5	5	5	4	4	3	5	3
dataset_04_00086	1	4	4	5	5	5	3	4	4	1	2	3
dataset_04_00087	4	2	4	1	5	4	4	2	5	2	5	2
dataset_04_00088	5	3	4	4	5	5	5	4	5	5	5	3
dataset_04_00089	5	4	3	5	4	4	5	4	5	5	2	5
dataset_04_00090	4	4	2	4	2	4	3	2	3	2	4	2
dataset_04_00091	5	5	4	4	5	5	4	5	5	5	5	4
dataset_04_00092	5	1	5	3	2	5	4	3	4	2	4	4
dataset_04_00093	4	1	2	3	3	4	4	2	4	1	3	1
dataset_04_00094	5	4	5	4	3	5	5	5	4	2	5	5
dataset_04_00095	4	4	3	3	4	4	3	4	4	2	2	5
dataset_04_00096	4	5	4	4	4	5	5	5	5	5	4	3
dataset_04_00097	2	4	4	3	2	4	2	3	2	2	2	2
dataset_04_00098	5	4	5	3	4	4	4	3	4	3	4	5
dataset_04_00099	3	5	3	2	3	3	4	4	5	3	1	1
dataset_04_00100	3	3	3	2	2	4	3	2	5	1	1	2
dataset_04_00101	4	3	2	2	3	4	3	1	1	1	2	5
dataset_04_00102	3	2	1	2	1	5	3	3	4	2	1	2
dataset_04_00103	4	3	4	2	1	2	4	4	3	2	1	1
dataset_04_00104	5	4	5	4	4	3	3	1	5	2	2	2
dataset_04_00105	2	2	4	1	2	5	2	2	3	4	2	3
dataset_04_00106	4	3	4	4	4	5	5	5	3	4	2	3
dataset_04_00107	4	2	4	5	5	5	3	2	5	2	5	2
dataset_04_00108	5	2	5	2	4	5	4	5	3	5	4	5
dataset_04_00109	4	4	5	5	4	4	4	4	3	2	5	2
dataset_04_00110	2	2	3	3	2	4	2	1	2	2	1	1
dataset_04_00111	4	4	4	3	2	4	4	2	5	4	4	2
dataset_04_00112	4	4	4	2	1	4	2	5	3	1	4	2
dataset_04_00113	5	5	4	4	5	5	4	2	4	2	4	4
dataset_04_00114	2	2	2	2	4	4	3	2	3	3	1	1
dataset_04_00115	2	2	1	3	2	2	5	4	4	1	1	2
dataset_04_00116	4	2	5	2	2	5	5	4	4	3	5	2
dataset_04_00117	4	4	3	4	4	5	5	4	4	2	5	5
dataset_04_00118	4	3	2	1	2	2	1	4	4	5	1	2
dataset_04_00119	4	2	2	3	2	3	4	3	4	2	3	1
dataset_04_00120	5	5	5	4	2	5	5	4	5	4	5	5
dataset_04_00121	3	1	1	2	3	4	4	2	2	1	2	4
dataset_04_00122	4	4	2	2	4	3	2	5	4	5	1	2
dataset_04_00123	5	5	5	4	4	5	2	4	5	4	4	3
dataset_04_00124	4	2	2	4	1	4	1	1	2	3	1	3
dataset_04_00125	5	1	2	1	2	4	5	4	3	2	4	2
dataset_04_00126	4	4	3	2	4	5	3	2	4	4	1	1
dataset_04_00127	4	4	2	2	2	4	3	4	4	2	3	2
dataset_04_00128	3	4	2	3	3	4	1	3	3	2	2	2
dataset_04_00129	4	3	5	2	3	3	3	4	5	2	5	1
dataset_04_00130	5	5	4	5	5	5	5	5	4	5	4	5
dataset_04_00131	4	5	4	2	4	3	4	2	5	4	4	4
dataset_04_00132	5	5	5	4	5	5	5	2	5	5	2	4
dataset_04_00133	4	2	4	5	1	4	4	3	5	4	1	3
dataset_04_00134	3	2	2	2	4	4	2	3	4	3	4	2
dataset_04_00135	4	2	4	1	2	5	3	4	2	2	1	2
dataset_04_00136	3	2	4	2	3	4	3	5	5	2	3	4
dataset_04_00137	1	3	2	2	4	4	2	1	2	1	1	2
dataset_04_00138	4	3	5	2	2	2	2	4	4	2	2	1
dataset_04_00139	3	4	1	2	2	4	2	4	4	1	2	2
dataset_04_00140	4	4	5	2	5	5	4	4	4	1	5	4
dataset_04_00141	2	2	4	2	3	5	2	2	4	1	1	2
dataset_04_00142	5	5	5	5	4	5	5	5	5	3	5	3
dataset_04_00143	2	1	2	2	4	4	4	1	4	1	1	1
dataset_04_00144	1	1	1	2	1	4	2	1	1	1	1	1
dataset_04_00145	2	1	3	1	1	4	3	3	4	1	1	1
dataset_04_00146	5	2	4	2	4	3	4	5	5	2	2	3
dataset_04_00147	2	2	2	1	3	2	4	3	4	1	1	2
dataset_04_00148	3	2	2	3	2	4	4	5	5	4	3	2
dataset_04_00149	5	4	5	3	5	5	4	3	5	5	4	4
dataset_04_00150	4	4	2	3	4	5	3	3	4	2	1	1
dataset_04_00151	2	4	4	1	2	5	5	4	1	3	1	1
dataset_04_00152	2	3	2	3	2	2	1	4	2	2	3	2
dataset_04_00153	5	1	4	2	4	4	5	4	4	2	3	5
dataset_04_00154	4	1	3	2	3	4	2	3	4	1	4	2
dataset_04_00155	1	1	3	1	2	1	1	1	4	2	1	1
dataset_04_00156	5	5	5	4	5	5	5	5	5	5	5	5
dataset_04_00157	2	1	4	4	3	5	4	4	3	2	4	1
dataset_04_00158	3	4	3	2	3	2	2	3	4	1	1	1
dataset_04_00159	3	4	5	5	5	5	4	5	4	2	4	3
dataset_04_00160	4	5	4	4	4	5	5	4	4	3	4	4
dataset_04_00161	5	4	5	3	5	5	5	5	4	4	5	5
dataset_04_00162	4	5	3	1	3	4	2	5	3	1	2	2
dataset_04_00163	2	3	3	3	2	3	2	2	3	2	2	2
dataset_04_00164	5	5	4	3	5	5	5	4	5	3	2	2
dataset_04_00165	3	2	3	4	4	2	3	3	3	1	3	3
dataset_04_00166	2	4	1	1	1	3	2	2	1	1	2	3
dataset_04_00167	1	1	1	1	2	1	2	1	2	1	1	1
dataset_04_00168	5	4	5	2	5	5	5	5	5	5	4	4
dataset_04_00169	2	2	2	4	2	5	2	4	4	1	2	2
dataset_04_00170	3	1	1	2	2	5	3	2	3	1	1	2
dataset_04_00171	1	1	1	1	1	1	1	2	1	1	1	1
dataset_04_00172	2	2	2	2	2	3	3	2	1	2	1	1
dataset_04_00173	2	2	5	2	2	5	4	3	5	2	2	4
dataset_04_00174	4	1	5	4	3	4	3	2	5	4	4	4
dataset_04_00175	5	5	5	4	5	5	5	5	5	4	3	2
dataset_04_00176	3	3	4	1	2	3	4	2	5	1	2	2
dataset_04_00177	3	2	4	2	3	4	4	3	1	5	1	2
dataset_04_00178	4	5	5	2	4	4	4	4	5	2	4	4
dataset_04_00179	4	2	1	2	4	4	5	4	4	1	1	1
dataset_04_00180	5	4	5	4	4	5	3	5	4	2	4	1
dataset_04_00181	2	4	3	4	2	4	2	3	3	2	1	3
dataset_04_00182	2	3	2	2	2	2	3	3	2	2	2	2
dataset_04_00183	5	4	5	4	5	5	3	3	4	5	5	4
dataset_04_00184	4	4	4	4	5	4	2	4	5	1	5	4
dataset_04_00185	5	4	4	3	5	3	3	2	4	3	5	2
dataset_04_00186	4	1	2	1	2	1	1	3	5	3	1	1
dataset_04_00187	4	4	3	1	4	4	3	1	4	2	4	3
dataset_04_00188	3	4	4	5	4	5	4	4	5	2	2	3
dataset_04_00189	5	1	1	1	1	3	2	2	4	1	5	2
dataset_04_00190	5	5	4	5	4	4	4	2	4	1	2	2
dataset_04_00191	5	4	5	4	5	4	5	5	5	5	5	5
dataset_04_00192	3	4	3	5	2	5	4	4	4	1	4	2
dataset_04_00193	2	1	4	2	2	5	4	4	4	2	1	2
dataset_04_00194	5	2	3	4	2	5	5	3	5	4	5	4
dataset_04_00195	5	5	4	3	3	4	4	3	2	4	2	2
dataset_04_00196	5	4	5	4	5	5	4	5	4	3	5	5
dataset_04_00197	4	4	4	2	5	5	5	3	4	2	5	3
dataset_04_00198	4	2	4	5	5	4	4	3	4	2	2	4
dataset_04_00199	2	3	4	2	2	3	2	2	4	3	1	1
dataset_04_00200	4	3	4	5	2	4	4	4	4	4	3	2
dataset_04_00201	4	4	3	3	3	2	4	4	5	2	3	1
dataset_04_00202	3	1	2	2	3	4	4	3	4	2	1	2
dataset_04_00203	2	1	1	4	2	3	2	2	3	1	2	1
dataset_04_00204	5	4	4	5	4	5	4	3	5	2	4	4
dataset_04_00205	5	3	4	5	4	4	3	5	4	3	4	5
dataset_04_00206	1	2	2	2	2	2	2	2	2	1	1	2
dataset_04_00207	4	4	5	4	5	4	4	4	5	5	2	2
dataset_04_00208	4	4	1	5	4	5	5	5	3	2	5	4
dataset_04_00209	2	2	4	2	2	4	2	1	4	2	1	2
dataset_04_00210	5	2	3	3	2	3	4	3	3	2	5	2
dataset_04_00211	4	4	4	2	5	4	4	3	5	3	1	2
dataset_04_00212	5	3	5	5	5	5	5	4	5	5	4	4
dataset_04_00213	3	2	2	1	4	4	4	5	3	2	1	2
dataset_04_00214	4	4	4	5	5	4	4	3	3	4	4	4
dataset_04_00215	4	4	5	3	4	5	4	5	5	4	2	3
dataset_04_00216	5	5	5	4	4	5	5	5	4	3	5	3
dataset_04_00217	1	1	2	1	3	3	3	2	1	1	1	1
dataset_04_00218	5	5	5	5	4	5	4	4	5	4	5	4
dataset_04_00219	2	4	4	3	2	4	2	2	2	1	4	1
dataset_04_00220	5	5	5	5	5	5	5	5	5	5	4	5
dataset_04_00221	4	3	2	2	2	5	4	4	2	3	2	2
dataset_04_00222	5	3	4	4	3	5	5	2	5	1	1	3
dataset_04_00223	4	4	2	2	2	4	4	1	3	1	1	3
dataset_04_00224	5	5	5	4	4	5	5	3	3	2	3	5
dataset_04_00225	4	2	4	1	5	3	4	3	2	1	1	1
dataset_04_00226	4	4	2	5	4	5	4	4	5	3	5	3
dataset_04_00227	3	2	4	2	2	3	1	2	2	1	1	2
dataset_04_00228	4	1	4	1	3	5	1	2	1	3	4	2
dataset_04_00229	4	2	4	1	2	4	1	2	2	1	4	1
dataset_04_00230	5	3	4	4	4	5	4	5	3	4	4	4
dataset_04_00231	4	5	5	4	2	5	5	5	5	3	5	2
dataset_04_00232	2	2	2	3	2	5	2	4	2	1	2	3
dataset_04_00233	4	3	3	4	2	4	1	4	2	1	2	3
dataset_04_00234	4	2	2	2	3	3	3	4	4	2	2	2
dataset_04_00235	4	3	3	3	3	4	4	3	3	2	1	1
dataset_04_00236	5	5	5	5	5	5	5	5	5	5	5	5
dataset_04_00237	2	1	2	4	3	4	4	5	4	2	2	4
dataset_04_00238	3	2	4	3	4	5	5	4	5	4	2	1
dataset_04_00239	3	2	5	3	4	4	4	2	3	2	2	2
dataset_04_00240	2	2	1	1	2	4	4	3	2	1	4	2
dataset_04_00241	5	4	4	5	3	5	4	4	4	4	4	4
dataset_04_00242	3	3	4	2	2	3	3	2	4	2	4	2
dataset_04_00243	4	3	4	2	3	4	2	5	4	2	1	1
dataset_04_00244	4	4	5	5	5	5	4	4	5	5	5	5
dataset_04_00245	2	5	3	3	4	5	4	2	2	1	5	1
dataset_04_00246	5	4	4	4	2	3	5	2	4	1	1	2
dataset_04_00247	4	2	2	4	5	4	3	2	5	4	1	2
dataset_04_00248	3	4	2	4	4	4	4	4	3	2	1	4
dataset_04_00249	5	2	4	2	2	5	5	5	4	2	4	2
dataset_04_00250	4	5	5	5	5	5	5	5	5	2	5	5
dataset_04_00251	5	5	5	5	5	5	5	5	5	3	5	5
dataset_04_00252	2	3	2	2	3	3	3	2	2	4	3	1
dataset_04_00253	2	3	3	4	4	1	3	1	4	3	1	1
dataset_04_00254	2	1	2	2	1	4	2	2	3	1	1	2
dataset_04_00255	3	2	3	2	3	2	4	3	3	1	3	1
dataset_04_00256	2	5	2	5	4	5	4	3	4	5	2	3
dataset_04_00257	4	2	5	2	4	4	4	4	5	4	4	5
dataset_04_00258	5	2	4	2	5	5	4	4	5	2	2	4
dataset_04_00259	4	4	2	1	2	4	4	2	2	2	2	3
dataset_04_00260	5	3	3	2	4	4	4	4	5	2	5	3
dataset_04_00261	4	5	4	5	4	5	5	5	5	5	4	5
dataset_04_00262	5	4	2	3	3	4	4	4	5	2	4	3
dataset_04_00263	4	1	3	3	5	3	4	3	5	3	2	4
dataset_04_00264	5	3	4	4	2	5	4	5	5	2	4	3
dataset_04_00265	2	4	2	2	2	2	2	2	2	1	1	1
dataset_04_00266	5	5	5	5	5	4	5	5	5	5	3	2
dataset_04_00267	3	4	1	2	5	4	2	4	4	3	2	4
dataset_04_00268	4	2	3	1	4	5	4	4	2	4	1	2
dataset_04_00269	5	1	2	1	5	4	4	1	3	2	1	1
dataset_04_00270	4	2	2	2	4	4	4	3	4	2	3	3
dataset_04_00271	4	1	2	3	4	2	1	2	3	2	2	2
dataset_04_00272	4	5	4	4	4	4	4	5	5	3	2	4
dataset_04_00273	4	4	3	1	3	4	3	2	2	3	2	2
dataset_04_00274	4	4	2	2	4	4	2	4	4	2	4	2
dataset_04_00275	4	4	4	4	2	4	4	4	4	2	3	2
dataset_04_00276	4	4	4	4	4	5	4	5	5	4	4	3
dataset_04_00277	4	4	5	1	4	5	4	2	4	2	1	1
dataset_04_00278	4	3	4	3	2	5	4	3	4	4	5	5
dataset_04_00279	5	1	2	4	2	1	3	4	3	1	3	1
dataset_04_00280	2	3	1	4	4	5	2	4	3	4	4	1
dataset_04_00281	5	5	4	3	4	4	5	3	5	5	5	4
dataset_04_00282	5	4	4	2	4	5	4	3	4	2	4	5
dataset_04_00283	5	4	4	2	5	5	3	3	2	1	5	2
dataset_04_00284	3	3	4	2	2	4	2	3	4	3	2	2
dataset_04_00285	4	2	4	5	5	3	2	3	4	3	5	2
dataset_04_00286	4	4	4	4	5	5	4	2	4	3	2	2
dataset_04_00287	5	2	5	4	5	4	5	5	5	5	5	4
dataset_04_00288	2	1	2	1	3	2	2	1	1	1	1	2
dataset_04_00289	3	3	2	2	3	2	4	4	4	3	2	2
dataset_04_00290	4	1	2	4	3	5	1	1	4	4	2	4
dataset_04_00291	4	4	4	5	5	5	4	4	4	4	4	4
dataset_04_00292	4	4	3	4	2	5	4	3	5	1	3	2
dataset_04_00293	4	5	1	3	4	4	4	4	2	2	1	2
dataset_04_00294	2	2	4	2	3	4	2	1	4	2	4	1
dataset_04_00295	5	4	5	4	3	5	3	2	4	3	5	3
dataset_04_00296	5	5	4	2	2	4	4	5	5	3	4	2
dataset_04_00297	5	5	5	5	5	5	5	5	5	3	5	3
dataset_04_00298	5	4	4	4	5	4	4	5	4	2	2	4
dataset_04_00299	4	4	5	5	5	5	5	4	4	5	5	5
dataset_04_00300	2	2	4	3	3	4	2	2	2	2	1	1
dataset_04_00301	5	4	4	4	2	4	2	3	4	2	2	1
dataset_04_00302	5	4	4	2	3	4	4	2	5	4	2	4
dataset_04_00303	3	2	2	4	4	4	4	2	4	2	4	3
dataset_04_00304	5	5	4	2	2	3	3	4	2	1	4	1
dataset_04_00305	4	3	2	2	1	4	1	2	3	1	2	2
dataset_04_00306	5	3	5	4	4	5	4	5	3	4	5	4
dataset_04_00307	5	4	5	1	4	4	4	4	4	2	1	2
dataset_04_00308	4	2	2	2	3	4	3	1	4	2	4	2
dataset_04_00309	5	3	3	1	4	4	1	3	2	3	2	2
dataset_04_00310	3	4	2	4	3	4	4	2	5	3	3	2
dataset_04_00311	4	2	3	2	2	3	4	4	3	3	1	1
dataset_04_00312	5	5	5	4	5	5	5	3	4	2	4	4
dataset_04_00313	3	1	1	2	3	3	4	3	2	1	1	1
dataset_04_00314	4	4	4	2	3	4	3	3	4	2	3	2
dataset_04_00315	4	4	4	2	4	5	2	5	5	2	4	3
dataset_04_00316	5	4	5	5	5	5	4	5	5	4	2	5
dataset_04_00317	5	4	5	5	5	5	5	5	5	5	5	5
dataset_04_00318	3	2	3	2	2	4	4	2	4	1	1	2
dataset_04_00319	4	4	4	5	2	4	5	4	4	3	1	4
dataset_04_00320	5	5	4	5	5	4	4	3	4	3	5	1
dataset_04_00321	4	1	2	1	1	2	4	3	3	1	2	1
dataset_04_00322	3	1	2	2	3	4	2	4	5	2	3	1
dataset_04_00323	4	4	5	4	4	4	2	2	4	4	4	2
dataset_04_00324	4	4	4	5	4	5	4	2	5	4	3	1
dataset_04_00325	4	2	4	1	4	4	2	3	3	2	4	2
dataset_04_00326	2	2	5	2	2	5	4	4	1	3	1	1
dataset_04_00327	4	5	5	4	2	5	4	4	5	5	4	5
dataset_04_00328	4	5	4	2	4	5	4	4	4	4	2	5
dataset_04_00329	4	4	5	4	4	5	4	5	5	2	5	3
dataset_04_00330	4	4	4	1	4	4	4	2	3	3	1	1
dataset_04_00331	4	3	1	4	4	3	3	4	1	2	1	2
dataset_04_00332	5	3	2	4	5	5	4	5	4	1	4	5
dataset_04_00333	4	2	2	2	3	4	4	4	2	2	5	3
dataset_04_00334	4	4	4	4	2	4	4	1	4	3	4	1
dataset_04_00335	4	5	4	4	4	4	4	5	5	5	4	4
dataset_04_00336	4	5	4	4	4	4	2	4	3	2	2	3
dataset_04_00337	4	4	4	1	4	4	4	5	5	1	4	5
dataset_04_00338	3	4	4	4	4	4	4	4	5	5	5	2
dataset_04_00339	2	4	4	5	4	5	4	2	4	4	4	4
dataset_04_00340	3	3	2	2	3	3	4	2	4	1	1	1
dataset_04_00341	3	4	5	3	4	5	4	5	3	2	1	1
dataset_04_00342	5	4	5	2	5	5	5	2	4	4	1	3
dataset_04_00343	2	1	4	2	1	2	5	2	2	1	1	2
dataset_04_00344	4	1	3	2	2	4	4	4	4	2	1	1
dataset_04_00345	5	4	4	2	5	5	5	4	4	5	4	4
dataset_04_00346	5	4	3	2	2	4	3	4	4	4	4	4
dataset_04_00347	2	4	2	3	2	4	4	2	4	3	2	3
dataset_04_00348	3	1	2	3	2	5	2	2	5	1	4	5
dataset_04_00349	4	2	4	2	3	4	4	3	2	1	3	4
dataset_04_00350	1	3	1	1	2	3	1	5	4	1	2	3
dataset_04_00351	5	4	5	2	5	5	2	4	4	3	4	3
dataset_04_00352	4	2	4	2	1	4	3	3	3	1	1	3
dataset_04_00353	3	4	2	2	2	5	4	3	3	3	5	4
dataset_04_00354	5	3	4	4	3	5	4	3	5	2	2	3
dataset_04_00355	2	2	5	3	2	4	3	3	5	3	2	4
dataset_04_00356	4	3	5	3	5	4	3	3	2	2	4	1
dataset_04_00357	4	2	3	2	2	4	2	2	4	2	2	1
dataset_04_00358	4	4	1	2	3	3	2	4	2	4	2	2
dataset_04_00359	2	1	1	2	2	2	1	3	4	1	2	1
dataset_04_00360	4	4	4	4	5	5	4	3	2	4	4	2
dataset_04_00361	4	3	4	3	3	4	4	3	1	2	1	4
dataset_04_00362	4	3	5	3	4	5	2	4	4	3	1	3
dataset_04_00363	2	1	5	3	5	5	2	2	4	2	1	2
dataset_04_00364	3	2	1	3	2	3	2	3	4	1	4	1
dataset_04_00365	4	3	3	4	4	4	5	4	5	4	4	4
dataset_04_00366	5	3	2	2	2	4	4	1	4	2	4	3
dataset_04_00367	3	3	4	4	2	2	2	2	3	2	2	3
dataset_04_00368	5	3	4	5	2	5	3	2	4	2	2	2
dataset_04_00369	3	2	2	2	2	2	2	2	1	1	1	1
dataset_04_00370	5	5	5	3	5	5	4	5	5	4	4	3
dataset_04_00371	4	4	5	5	5	5	5	4	5	4	5	5
dataset_04_00372	1	1	1	1	4	5	3	2	5	1	1	2
dataset_04_00373	4	5	5	5	4	4	4	5	4	2	1	3
dataset_04_00374	4	2	4	2	1	4	3	1	2	1	4	1
dataset_04_00375	4	5	3	2	2	3	4	3	2	2	3	3
dataset_04_00376	5	5	2	3	5	5	4	4	5	5	5	4
dataset_04_00377	5	5	5	5	5	5	5	5	5	5	3	5
dataset_04_00378	3	2	1	2	4	4	3	4	4	1	2	1
dataset_04_00379	3	4	2	2	4	5	4	2	4	2	3	1
dataset_04_00380	4	5	2	4	5	5	4	4	5	2	4	2
dataset_04_00381	4	1	4	4	4	5	4	2	4	1	2	4
dataset_04_00382	3	4	5	2	4	3	3	3	5	5	3	2
dataset_04_00383	2	1	4	1	2	2	3	1	4	1	1	2
dataset_04_00384	5	4	3	4	1	4	2	3	5	2	5	3
dataset_04_00385	2	1	1	1	2	2	2	3	1	1	1	1
dataset_04_00386	2	2	2	1	3	4	2	3	2	1	2	1
dataset_04_00387	5	5	2	2	3	5	4	4	4	4	3	4
dataset_04_00388	4	3	2	3	4	5	2	2	2	3	2	4
dataset_04_00389	4	4	4	4	4	5	5	5	4	2	4	5
dataset_04_00390	4	4	4	2	3	5	1	1	1	1	1	2
dataset_04_00391	4	1	2	1	2	5	2	2	3	4	2	3
dataset_04_00392	2	1	2	1	1	2	1	1	1	1	1	1
dataset_04_00393	5	4	1	3	1	4	5	2	4	3	4	1
dataset_04_00394	4	4	3	2	2	4	4	2	4	3	2	2
dataset_04_00395	3	2	3	2	2	4	3	3	4	2	1	2
dataset_04_00396	4	1	4	3	2	4	4	4	4	4	2	2
dataset_04_00397	4	5	5	5	4	5	5	5	5	5	5	5
dataset_04_00398	4	5	3	3	4	5	4	5	3	5	4	2
dataset_04_00399	3	3	5	3	4	4	1	1	2	3	2	2
dataset_04_00400	3	1	1	2	4	4	2	2	1	2	1	4
dataset_04_00401	3	4	2	2	3	2	4	4	3	1	1	3
dataset_04_00402	2	2	2	1	1	2	2	4	1	1	2	1
dataset_04_00403	4	4	5	3	4	3	4	4	4	5	4	3
dataset_04_00404	4	3	2	2	2	5	4	3	4	4	3	4
dataset_04_00405	5	5	4	3	4	5	4	5	5	1	4	4
dataset_04_00406	4	3	4	4	4	5	4	2	5	5	5	3
dataset_04_00407	5	4	4	4	4	5	4	5	4	4	4	5
dataset_04_00408	3	3	4	2	2	4	2	3	5	1	1	2
dataset_04_00409	2	1	1	2	2	2	2	2	2	1	1	2
dataset_04_00410	3	2	4	4	2	3	2	2	3	2	1	2
dataset_04_00411	2	4	4	2	2	4	2	2	3	1	2	3
dataset_04_00412	4	3	4	2	3	4	2	4	4	2	4	2
dataset_04_00413	1	1	3	3	2	3	2	1	3	3	1	2
dataset_04_00414	4	5	5	3	4	4	4	5	5	2	4	4
dataset_04_00415	2	2	2	1	2	4	4	2	2	1	1	1
dataset_04_00416	5	2	4	2	3	4	4	5	3	4	2	3
dataset_04_00417	5	4	4	5	5	5	4	4	5	2	5	2
dataset_04_00418	1	2	2	4	1	4	2	1	4	2	1	1
dataset_04_00419	4	3	4	2	4	2	2	1	3	2	1	1
