respondent_id	Q01	Q02	Q03	Q04	Q05	Q06	Q07	Q08	Q09	Q10	Q11	Q12
dataset_01_00173	1	1	3	2	4	3	4	2	4	2	2	2
dataset_01_00174	4	5	5	3	2	4	4	4	4	2	5	2
dataset_01_00175	5	5	4	4	5	5	5	5	4	5	4	5
dataset_01_00176	5	4	4	3	4	5	4	4	5	3	4	2
dataset_01_00177	3	2	1	2	1	3	3	3	3	2	1	1
dataset_01_00178	4	5	4	2	3	5	3	3	4	4	1	1
dataset_01_00179	2	4	3	2	4	2	2	3	3	1	1	1
dataset_01_00180	4	2	1	1	2	3	4	4	4	3	3	4
dataset_01_00181	5	2	2	2	5	0	4	3	5	2	1	3
dataset_01_00182	4	1	5	1	4	0	5	4	5	5	2	5
dataset_01_00183	4	4	3	4	2	5	5	2	5	2	2	3
dataset_01_00184	3	3	2	3	1	4	4	4	5	3	5	2
dataset_01_00185	5	5	4	5	4	5	4	2	3	2	1	2
dataset_01_00186	5	5	4	2	5	5	4	1	2	1	4	2
dataset_01_00187	5	4	5	4	5	5	4	4	3	5	2	4
dataset_01_00188	4	1	4	2	2	4	4	1	2	4	1	1
dataset_01_00189	5	4	3	2	4	4	2	3	4	4	2	1
dataset_01_00190	4	2	3	2	3	4	5	4	3	4	4	4
dataset_01_00191	5	4	2	4	3	4	0	2	3	2	5	2
dataset_01_00192	5	3	4	4	4	5	4	0	4	2	1	2
dataset_01_00193	5	2	2	2	3	4	4	2	2	2	4	1
dataset_01_00194	4	3	2	2	1	3	5	3	4	2	1	1
dataset_01_00195	3	5	5	3	1	5	4	4	3	5	3	3
dataset_01_00196	5	4	5	4	4	5	4	3	3	3	1	2
dataset_01_00197	3	2	4	3	2	5	4	5	4	4	4	4
dataset_01_00198	5	4	2	2	3	5	4	5	4	2	5	3
dataset_01_00199	0	1	1	1	2	3	2	5	4	2	2	4
dataset_01_00200	3	2	4	2	4	4	4	0	5	2	1	4
dataset_01_00201	3	4	3	1	4	4	4	4	2	2	3	3
dataset_01_00202	4	4	5	4	5	4	5	1	2	2	4	2
dataset_01_00203	5	2	4	2	2	4	5	4	4	2	1	4
dataset_01_00204	5	4	4	3	3	4	4	2	5	2	4	3
dataset_01_00205	5	4	3	5	2	5	4	2	3	1	4	3
dataset_01_00206	5	4	3	3	4	4	3	4	3	2	2	2
dataset_01_00207	1	2	4	2	3	2	3	1	1	1	1	1
dataset_01_00208	4	3	4	4	0	4	4	3	5	1	1	1
dataset_01_00209	2	1	1	1	1	1	1	2	1	1	3	2
dataset_01_00210	3	3	2	2	2	4	4	4	4	3	0	2
dataset_01_00211	3	4	4	3	5	5	2	3	4	4	2	2
dataset_01_00212	4	0	5	2	4	5	2	2	4	2	4	4
dataset_01_00213	4	3	4	1	5	2	1	1	2	1	1	1
dataset_01_00214	4	4	3	2	4	5	5	3	4	4	2	2
dataset_01_00215	5	4	4	2	4	4	4	1	2	2	4	4
dataset_01_00216	4	5	4	2	2	4	5	5	5	2	4	2
dataset_01_00217	4	1	2	1	2	4	4	2	4	1	2	1
dataset_01_00218	3	5	2	2	3	4	4	2	3	2	1	2
dataset_01_00219	3	4	4	4	2	4	4	5	2	0	1	2
dataset_01_00220	4	4	1	4	5	2	2	2	2	1	2	1
dataset_01_00221	5	3	2	2	3	3	0	5	3	4	1	2
dataset_01_00222	4	4	4	4	4	5	2	2	2	2	2	1
dataset_01_00223	5	4	5	5	5	5	4	4	4	1	1	5
dataset_01_00224	0	2	4	4	1	3	4	4	3	1	1	2
dataset_01_00225	4	3	4	2	4	4	2	1	4	2	2	1
dataset_01_00226	5	4	4	4	5	4	2	1	2	1	1	1
dataset_01_00227	0	1	2	1	2	2	3	2	4	1	2	5
dataset_01_00228	1	2	2	1	2	4	4	4	5	5	4	2
dataset_01_00229	4	4	4	4	4	5	5	4	4	3	3	5
dataset_01_00230	5	4	5	4	3	4	3	4	4	2	2	4
dataset_01_00231	5	4	4	5	4	5	4	2	4	2	3	1
dataset_01_00232	1	1	1	2	2	3	5	2	5	2	3	3
dataset_01_00233	5	4	4	3	4	5	4	4	4	4	4	4
dataset_01_00234	2	4	1	3	3	3	3	5	5	2	4	1
dataset_01_00235	5	4	4	4	4	4	4	2	2	2	1	1
dataset_01_00236	4	5	5	4	4	4	3	4	2	1	1	1
dataset_01_00237	5	5	5	4	3	5	2	2	3	2	1	2
dataset_01_00238	5	4	4	5	5	5	4	4	4	4	2	2
dataset_01_00239	3	3	2	3	3	4	0	3	4	2	4	2
dataset_01_00240	5	5	4	5	4	5	4	5	4	2	4	1
dataset_01_00241	3	4	4	5	2	5	1	2	4	1	1	2
dataset_01_00242	5	2	4	2	4	3	2	2	3	3	1	3
dataset_01_00243	4	1	4	2	5	4	3	4	2	2	4	2
dataset_01_00244	2	1	1	2	2	3	5	2	3	1	1	3
dataset_01_00245	4	2	2	2	2	4	2	1	3	2	1	2
dataset_01_00246	5	4	5	0	3	5	4	4	3	3	5	2
dataset_01_00247	4	4	4	4	2	3	4	5	5	3	2	4
dataset_01_00248	4	1	2	2	2	4	4	2	3	1	1	1
dataset_01_00249	4	3	3	2	5	5	4	4	5	4	3	5
dataset_01_00250	5	0	4	3	5	5	5	2	5	4	4	5
dataset_01_00251	4	3	2	2	2	4	4	3	2	3	4	2
dataset_01_00252	2	3	4	3	0	2	3	2	2	2	2	1
dataset_01_00253	4	1	4	3	4	4	4	5	3	1	1	2
dataset_01_00254	4	2	3	2	2	4	4	2	2	2	2	2
dataset_01_00255	3	2	3	2	4	3	2	1	3	1	1	1
dataset_01_00256	2	1	1	1	1	2	2	2	2	1	1	1
dataset_01_00257	3	5	4	2	4	4	4	5	3	1	2	1
dataset_01_00258	4	2	5	4	4	5	4	3	2	3	1	2
dataset_01_00259	4	3	3	2	1	5	5	5	4	2	4	4
dataset_01_00260	0	4	4	2	3	4	1	1	3	2	3	1
dataset_01_00261	5	5	4	2	4	5	3	4	5	4	5	5
dataset_01_00262	3	1	5	4	4	4	5	2	3	4	3	2
dataset_01_00263	3	4	3	2	4	4	4	3	2	4	1	2
dataset_01_00264	4	4	4	3	5	5	4	4	3	2	1	4
dataset_01_00265	3	2	3	4	1	4	2	3	4	2	5	2
dataset_01_00266	5	4	3	5	4	0	3	3	4	3	4	4
dataset_01_00267	5	3	4	4	2	5	2	3	4	0	3	3
dataset_01_00268	3	1	2	3	2	4	4	2	3	2	1	2
dataset_01_00269	3	1	2	2	1	2	1	4	2	2	1	1
dataset_01_00270	4	4	2	2	5	3	3	2	3	1	1	1
dataset_01_00271	4	2	5	3	5	5	5	4	4	3	5	4
dataset_01_00272	5	4	5	4	5	5	5	5	5	5	5	5
dataset_01_00273	5	2	4	4	4	4	3	2	3	1	1	2
dataset_01_00274	4	4	2	3	1	4	4	2	4	3	2	5
dataset_01_00275	5	5	5	5	5	5	3	4	4	4	2	4
dataset_01_00276	2	2	2	2	2	4	4	3	2	2	5	3
dataset_01_00277	5	3	5	4	5	5	3	2	2	2	1	1
dataset_01_00278	3	4	3	2	5	4	1	2	4	4	1	2
dataset_01_00279	4	2	4	4	4	4	1	3	1	1	1	2
dataset_01_00280	3	1	3	1	4	4	3	5	4	2	4	3
dataset_01_00281	4	5	5	3	4	4	2	4	3	5	1	4
dataset_01_00282	2	3	2	3	2	4	3	2	4	1	3	5
dataset_01_00283	5	2	3	3	3	4	4	4	4	1	2	1
dataset_01_00284	0	1	1	2	1	2	1	1	4	1	1	1
dataset_01_00285	3	2	2	4	2	5	5	5	4	5	4	3
dataset_01_00286	5	2	4	3	3	4	3	3	4	2	2	1
dataset_01_00287	5	4	5	4	5	5	3	5	4	1	3	3
dataset_01_00288	4	4	4	3	2	3	5	4	4	2	1	4
dataset_01_00289	4	2	0	4	3	4	4	5	5	2	4	3
dataset_01_00290	2	4	1	2	2	0	4	5	5	2	2	2
dataset_01_00291	3	1	2	1	1	1	1	4	3	1	2	1
dataset_01_00292	3	1	2	1	3	2	4	2	4	2	1	1
dataset_01_00293	4	2	2	2	4	4	4	3	2	3	4	4
dataset_01_00294	2	1	1	2	2	3	4	4	5	2	2	4
dataset_01_00295	2	1	2	3	4	3	1	1	1	1	2	3
dataset_01_00296	4	3	4	3	2	4	1	2	4	2	1	2
dataset_01_00297	3	4	4	3	4	5	4	5	4	5	4	4
dataset_01_00298	1	4	3	3	2	4	5	5	4	4	4	2
dataset_01_00299	3	4	4	2	2	4	4	2	4	3	2	2
dataset_01_00300	4	2	3	2	3	5	4	4	4	2	1	3
dataset_01_00301	4	5	4	3	4	5	4	5	4	2	1	2
dataset_01_00302	5	3	5	3	2	4	5	5	4	4	5	5
dataset_01_00303	5	5	4	4	4	5	4	5	5	5	4	5
dataset_01_00304	3	4	4	3	4	4	5	4	3	3	2	1
dataset_01_00305	4	2	3	3	4	4	4	4	5	5	4	5
dataset_01_00306	5	2	3	3	4	4	1	2	2	1	2	1
dataset_01_00307	5	2	4	4	5	5	5	4	5	5	2	5
dataset_01_00308	4	3	4	2	3	5	5	5	4	2	4	1
dataset_01_00309	4	1	2	2	3	3	4	5	5	4	5	3
dataset_01_00310	4	2	2	2	4	4	2	2	4	1	1	4
dataset_01_00311	4	2	2	3	3	3	3	2	4	2	1	2
dataset_01_00312	4	4	4	1	2	3	5	5	5	3	2	2
dataset_01_00313	5	5	5	3	5	5	4	3	4	2	1	4
dataset_01_00314	5	2	4	3	3	4	2	4	5	2	2	2
dataset_01_00315	4	2	4	2	3	4	4	5	5	5	5	4
dataset_01_00316	0	2	1	1	2	2	2	1	4	1	1	1
dataset_01_00317	5	4	5	2	2	5	4	3	4	3	5	2
dataset_01_00318	0	2	2	3	2	2	3	3	4	1	1	2
dataset_01_00319	0	2	4	1	3	4	5	3	3	4	2	2
dataset_01_00320	5	4	4	4	3	5	0	3	4	3	2	1
dataset_01_00321	4	4	4	2	4	4	4	3	4	2	2	2
dataset_01_00322	5	2	4	5	5	5	4	5	5	4	4	5
dataset_01_00323	5	2	4	1	4	4	4	4	4	2	2	4
dataset_01_00324	4	2	2	2	5	3	1	1	3	1	1	1
dataset_01_00325	0	4	2	2	5	5	4	5	4	3	2	2
dataset_01_00326	0	1	2	2	1	4	4	4	5	4	4	3
dataset_01_00327	4	4	5	4	2	4	4	2	2	1	2	2
dataset_01_00328	2	4	4	2	2	3	4	4	4	2	2	1
dataset_01_00329	5	5	5	4	4	5	5	3	5	5	2	3
dataset_01_00330	4	4	5	0	5	5	4	4	5	3	5	5
dataset_01_00331	0	4	4	4	4	4	5	3	4	3	2	3
dataset_01_00332	4	2	4	3	4	4	5	5	5	4	5	4
dataset_01_00333	3	1	5	2	3	4	5	3	4	2	2	2
dataset_01_00334	4	4	4	5	4	4	5	4	4	3	1	2
dataset_01_00335	4	2	2	5	0	4	4	5	4	2	3	4
dataset_01_00336	4	4	5	3	4	4	5	2	4	4	5	3
dataset_01_00337	4	2	1	3	2	4	4	3	2	1	1	1
dataset_01_00338	4	1	2	4	1	4	4	3	4	2	5	3
dataset_01_00339	4	3	4	4	4	5	2	4	4	2	4	2
dataset_01_00340	4	4	3	2	3	4	3	2	2	1	1	1
dataset_01_00341	1	1	1	1	2	2	1	1	3	2	1	2
dataset_01_00342	5	4	4	4	3	4	4	3	3	2	1	1
dataset_01_00343	5	3	2	2	2	4	5	2	4	3	2	1
dataset_01_00344	4	4	3	2	2	4	2	4	4	2	2	2
dataset_01_00345	4	4	3	4	2	4	3	4	5	3	2	4
dataset_01_00346	4	2	4	5	5	4	4	1	4	1	2	2
dataset_01_00347	5	5	5	3	3	4	4	3	5	4	4	4
dataset_01_00348	4	3	5	3	3	4	1	4	2	1	2	2
dataset_01_00349	5	3	2	3	3	4	2	2	4	2	1	1
dataset_01_00350	0	2	4	2	2	0	2	5	3	5	4	5
dataset_01_00351	5	5	5	4	5	5	4	4	2	2	2	2
dataset_01_00352	3	4	4	2	3	4	2	1	4	1	1	1
dataset_01_00353	4	5	4	2	5	5	4	4	4	3	3	2
dataset_01_00354	3	1	2	2	2	4	1	4	2	1	1	2
dataset_01_00355	4	4	5	2	2	4	3	3	1	2	1	0
dataset_01_00356	5	5	4	4	4	5	5	3	5	5	5	5
dataset_01_00357	3	4	4	2	4	5	2	3	3	2	3	1
dataset_01_00358	5	2	4	2	4	5	5	4	4	3	4	3
dataset_01_00359	4	0	4	2	3	4	4	4	4	2	2	5
dataset_01_00360	4	4	5	5	5	4	5	5	4	2	5	2
dataset_01_00361	4	4	1	3	0	5	5	4	5	2	5	2
dataset_01_00362	5	4	4	3	3	4	4	3	4	5	5	2
dataset_01_00363	3	2	2	1	3	2	3	2	4	1	1	1
dataset_01_00364	3	1	2	2	2	0	5	2	3	2	4	2
dataset_01_00365	5	5	4	3	4	5	3	2	2	2	2	1
dataset_01_00366	5	2	1	1	1	4	4	5	5	4	1	4
dataset_01_00367	5	4	5	4	4	5	4	3	3	2	3	1
dataset_01_00368	5	5	2	4	4	4	3	5	4	2	5	2
dataset_01_00369	3	2	2	2	3	4	4	4	5	2	4	2
dataset_01_00370	4	5	4	4	2	4	3	2	4	3	1	4
dataset_01_00371	4	4	4	3	5	4	3	2	4	2	2	2
dataset_01_00372	3	3	4	3	1	4	3	3	3	1	4	2
dataset_01_00373	4	2	4	4	4	5	4	4	5	4	5	5
dataset_01_00374	4	2	1	3	2	4	5	2	4	1	4	1
dataset_01_00375	5	4	4	4	2	5	4	4	5	5	5	4
dataset_01_00376	5	2	2	0	3	5	4	3	5	2	4	4
dataset_01_00377	5	5	5	4	5	5	3	2	4	4	3	1
dataset_01_00378	4	1	5	4	5	5	5	2	2	2	4	3
dataset_01_00379	5	5	4	2	5	5	5	4	5	2	5	2
dataset_01_00380	3	4	4	1	1	4	4	4	4	4	4	4
dataset_01_00381	0	1	3	1	1	2	2	4	1	1	2	1
dataset_01_00382	5	5	5	4	5	5	5	4	4	4	5	4
dataset_01_00383	4	2	5	2	3	3	2	0	4	1	1	2
dataset_01_00384	3	1	1	1	1	2	3	4	4	2	2	3
dataset_01_00385	5	3	4	3	1	4	2	2	3	1	4	3
dataset_01_00386	4	3	5	4	4	4	3	4	4	4	1	3
dataset_01_00387	2	2	4	2	3	4	4	4	5	2	5	1
dataset_01_00388	4	4	4	1	2	3	3	4	5	3	2	5
dataset_01_00389	2	4	1	2	1	4	5	5	5	2	5	5
dataset_01_00390	3	4	4	2	2	5	4	4	4	3	5	2
dataset_01_00391	3	4	2	2	2	3	3	4	3	4	1	1
dataset_01_00392	4	2	3	2	2	4	1	4	3	2	1	2
dataset_01_00393	4	3	3	3	2	3	4	4	4	2	5	2
dataset_01_00394	5	4	5	5	5	5	4	5	5	4	5	5
dataset_01_00395	5	3	4	2	4	5	4	4	4	1	1	1
dataset_01_00396	4	3	3	3	2	5	5	2	2	2	2	4
dataset_01_00397	5	4	5	5	4	5	5	2	3	3	2	1
dataset_01_00398	4	5	4	1	2	5	5	2	4	4	5	4
dataset_01_00399	4	5	4	4	2	4	1	3	2	1	1	2
dataset_01_00400	5	5	5	5	5	5	4	5	4	2	2	3
dataset_01_00401	5	4	4	4	5	5	3	4	5	4	4	2
dataset_01_00402	5	5	5	5	5	5	3	2	4	1	1	2
dataset_01_00403	3	3	4	2	4	4	3	4	5	3	3	2
dataset_01_00404	3	4	4	2	2	4	5	5	2	5	4	2
dataset_01_00405	5	5	5	5	4	5	4	4	4	4	3	4
dataset_01_00406	5	5	5	4	5	5	4	5	4	4	5	2
dataset_01_00407	4	4	5	3	4	4	3	1	2	1	2	2
dataset_01_00408	0	4	3	1	2	5	5	5	2	4	3	4
dataset_01_00409	5	5	2	3	4	5	4	3	2	2	1	1
dataset_01_00410	4	4	4	2	4	4	1	2	1	1	1	1
dataset_01_00411	4	2	2	1	2	2	1	4	4	1	2	1
dataset_01_00412	5	3	4	2	4	5	5	5	5	5	5	5
dataset_01_00413	4	4	4	4	5	5	4	5	5	5	5	4
dataset_01_00414	5	5	5	4	5	5	4	3	5	4	3	4
dataset_01_00415	1	1	1	1	1	3	2	1	2	1	1	1
dataset_01_00416	4	2	1	2	2	3	1	4	4	4	1	1
dataset_01_00417	4	3	5	2	5	4	3	2	5	2	4	2
dataset_01_00418	4	3	4	3	3	5	4	5	5	4	1	4
dataset_01_00419	4	5	3	3	4	4	4	4	4	3	2	3
