item_id,model_id,env_id,correct
b58dd960-7f60-4dd5-91c1-6fd45df1f289,gpt-4o,afm,1.0
beb08d53-6a36-4633-9b00-dbcbb8e01094,gpt-4o,afm,1.0
051426a4-62f7-4f2d-88b8-ab74d3e4d8ec,gpt-4o,afm,1.0
40c8974c-9e0e-4915-add8-a236b37f6441,gpt-4o,afm,1.0
ac21fa47-b483-44c5-823d-323473f98035,gpt-4o,afm,1.0
2323892b-9dfc-4af3-9a8a-ab7c1ce56acd,gpt-4o,afm,1.0
7db013c3-1515-48d0-9493-8cefc3c715d9,gpt-4o,afm,1.0
ff60dba7-c403-4000-ad74-0d50bf92c669,gpt-4o,afm,1.0
bb609429-0b28-428e-ab3f-1d5781fdd27c,gpt-4o,afm,1.0
9ab46ddc-901e-4fcf-add5-e422555a03d6,gpt-4o,afm,1.0
d725d921-3c68-4bb0-b9a8-7c06de9db31c,gpt-4o,afm,0.0
acf8dfcc-5390-411a-a9f7-afb18f745239,gpt-4o,afm,1.0
afb65fcc-dc98-499d-a64f-b0ab59f10004,gpt-4o,afm,1.0
9671c4ba-c79d-4c29-8294-56c3083e3a68,gpt-4o,afm,1.0
59729c3c-49b2-4b2b-9d82-b49c78a6c002,gpt-4o,afm,1.0
e9c7b17f-3067-4fbc-a18e-15cd5b14a89e,gpt-4o,afm,1.0
fee6817c-aab7-4bd8-a1c5-16fe01494316,gpt-4o,afm,1.0
6b84d93b-917a-4a2a-a236-1f3299d0b27f,gpt-4o,afm,1.0
3d4c0b58-1435-4949-8478-3c0394f45f41,gpt-4o,afm,1.0
6d67bdb1-d742-40e4-976a-1294b50347e0,gpt-4o,afm,0.0
7cb1d5d8-6f9a-49a9-a8c3-cdc2c3c564c9,gpt-4o,afm,1.0
040e4274-1e0e-4996-8627-f93c5d4791eb,gpt-4o,afm,1.0
f44f3c09-3226-47c5-89d2-e2a590edb32c,gpt-4o,afm,0.0
13470fde-6b22-460f-89c5-ee4173142f18,gpt-4o,afm,1.0
27454e42-2be3-4793-a9ed-3dfec5931fd0,gpt-4o,afm,1.0
d26b6839-95c2-485d-97e2-cef5be9bedb4,gpt-4o,afm,1.0
3bbb9ffb-56f8-4f18-a6cb-51935ab4e825,gpt-4o,afm,1.0
aebe3254-362a-4061-95d4-0e901fa079e2,gpt-4o,afm,1.0
dd0cb5d2-ddf9-4de4-a388-9531c243625a,gpt-4o,afm,0.0
5084be76-224f-429a-9732-c9a715703a6c,gpt-4o,afm,1.0
255367aa-7498-4fb0-86f8-385709c908bd,gpt-4o,afm,1.0
21e42faa-306c-4831-a8d0-bf7b2ac49233,gpt-4o,afm,1.0
f0029e7c-431a-4e76-a559-e2f30fa380a5,gpt-4o,afm,1.0
fa9e901d-b50c-4c03-9929-10a998ffb276,gpt-4o,afm,1.0
e3289747-8e0e-4c3a-9a0b-a30c54286748,gpt-4o,afm,1.0
eccbd244-e351-4512-9e98-d2504a37577e,gpt-4o,afm,1.0
c384548c-5f91-482d-8bba-f1d60e3e2fbc,gpt-4o,afm,1.0
e442d53d-8a74-41e2-af2f-a812de20cfcc,gpt-4o,afm,1.0
1697931c-c00f-4c31-89f9-13021ef72a95,gpt-4o,afm,1.0
10afb1f1-cfe0-4a13-9b5e-39de22bb2216,gpt-4o,afm,1.0
54f4a60b-f510-4f9b-beaa-e77d7d675132,gpt-4o,afm,1.0
58d6e53b-98bf-4248-bf44-e7dbb4f8fc52,gpt-4o,afm,1.0
cbdf8ba0-d327-4bed-8789-002f48645258,gpt-4o,afm,1.0
1b85d027-c270-4935-99b9-45aadaae5340,gpt-4o,afm,0.0
8fd50559-283c-4100-b83c-bd8ebef2dfd3,gpt-4o,afm,1.0
b6c87ea2-ffb1-4fbe-b089-4b226047c6e7,gpt-4o,afm,1.0
5f17549c-7bf4-4eb6-a547-7274c7dddcb3,gpt-4o,afm,0.0
65234154-4e5d-4ae1-a54e-43cb8180f975,gpt-4o,afm,1.0
081564ed-ce67-43b7-b37d-b05079a1adc5,gpt-4o,afm,1.0
1962f69e-874f-4202-9fb2-ce1dd96f0576,gpt-4o,afm,1.0
b58dd960-7f60-4dd5-91c1-6fd45df1f289,oss,afm,1.0
beb08d53-6a36-4633-9b00-dbcbb8e01094,oss,afm,1.0
051426a4-62f7-4f2d-88b8-ab74d3e4d8ec,oss,afm,1.0
40c8974c-9e0e-4915-add8-a236b37f6441,oss,afm,1.0
ac21fa47-b483-44c5-823d-323473f98035,oss,afm,0.0
2323892b-9dfc-4af3-9a8a-ab7c1ce56acd,oss,afm,1.0
7db013c3-1515-48d0-9493-8cefc3c715d9,oss,afm,1.0
ff60dba7-c403-4000-ad74-0d50bf92c669,oss,afm,1.0
bb609429-0b28-428e-ab3f-1d5781fdd27c,oss,afm,1.0
9ab46ddc-901e-4fcf-add5-e422555a03d6,oss,afm,1.0
d725d921-3c68-4bb0-b9a8-7c06de9db31c,oss,afm,0.0
acf8dfcc-5390-411a-a9f7-afb18f745239,oss,afm,1.0
afb65fcc-dc98-499d-a64f-b0ab59f10004,oss,afm,1.0
9671c4ba-c79d-4c29-8294-56c3083e3a68,oss,afm,1.0
59729c3c-49b2-4b2b-9d82-b49c78a6c002,oss,afm,1.0
e9c7b17f-3067-4fbc-a18e-15cd5b14a89e,oss,afm,1.0
fee6817c-aab7-4bd8-a1c5-16fe01494316,oss,afm,1.0
6b84d93b-917a-4a2a-a236-1f3299d0b27f,oss,afm,0.0
3d4c0b58-1435-4949-8478-3c0394f45f41,oss,afm,1.0
6d67bdb1-d742-40e4-976a-1294b50347e0,oss,afm,0.0
7cb1d5d8-6f9a-49a9-a8c3-cdc2c3c564c9,oss,afm,1.0
040e4274-1e0e-4996-8627-f93c5d4791eb,oss,afm,1.0
f44f3c09-3226-47c5-89d2-e2a590edb32c,oss,afm,0.0
13470fde-6b22-460f-89c5-ee4173142f18,oss,afm,1.0
27454e42-2be3-4793-a9ed-3dfec5931fd0,oss,afm,1.0
d26b6839-95c2-485d-97e2-cef5be9bedb4,oss,afm,1.0
3bbb9ffb-56f8-4f18-a6cb-51935ab4e825,oss,afm,1.0
aebe3254-362a-4061-95d4-0e901fa079e2,oss,afm,1.0
dd0cb5d2-ddf9-4de4-a388-9531c243625a,oss,afm,1.0
5084be76-224f-429a-9732-c9a715703a6c,oss,afm,1.0
255367aa-7498-4fb0-86f8-385709c908bd,oss,afm,1.0
21e42faa-306c-4831-a8d0-bf7b2ac49233,oss,afm,1.0
f0029e7c-431a-4e76-a559-e2f30fa380a5,oss,afm,1.0
fa9e901d-b50c-4c03-9929-10a998ffb276,oss,afm,1.0
e3289747-8e0e-4c3a-9a0b-a30c54286748,oss,afm,1.0
eccbd244-e351-4512-9e98-d2504a37577e,oss,afm,1.0
c384548c-5f91-482d-8bba-f1d60e3e2fbc,oss,afm,1.0
e442d53d-8a74-41e2-af2f-a812de20cfcc,oss,afm,1.0
1697931c-c00f-4c31-89f9-13021ef72a95,oss,afm,1.0
10afb1f1-cfe0-4a13-9b5e-39de22bb2216,oss,afm,1.0
54f4a60b-f510-4f9b-beaa-e77d7d675132,oss,afm,1.0
58d6e53b-98bf-4248-bf44-e7dbb4f8fc52,oss,afm,1.0
cbdf8ba0-d327-4bed-8789-002f48645258,oss,afm,1.0
1b85d027-c270-4935-99b9-45aadaae5340,oss,afm,0.0
8fd50559-283c-4100-b83c-bd8ebef2dfd3,oss,afm,1.0
b6c87ea2-ffb1-4fbe-b089-4b226047c6e7,oss,afm,1.0
5f17549c-7bf4-4eb6-a547-7274c7dddcb3,oss,afm,1.0
65234154-4e5d-4ae1-a54e-43cb8180f975,oss,afm,1.0
081564ed-ce67-43b7-b37d-b05079a1adc5,oss,afm,1.0
1962f69e-874f-4202-9fb2-ce1dd96f0576,oss,afm,1.0
ac21fa47-b483-44c5-823d-323473f98035,Claude-4.5,afm,1.0
bb609429-0b28-428e-ab3f-1d5781fdd27c,Claude-4.5,afm,1.0
9ab46ddc-901e-4fcf-add5-e422555a03d6,Claude-4.5,afm,1.0
d725d921-3c68-4bb0-b9a8-7c06de9db31c,Claude-4.5,afm,1.0
afb65fcc-dc98-499d-a64f-b0ab59f10004,Claude-4.5,afm,1.0
9671c4ba-c79d-4c29-8294-56c3083e3a68,Claude-4.5,afm,1.0
fee6817c-aab7-4bd8-a1c5-16fe01494316,Claude-4.5,afm,1.0
6b84d93b-917a-4a2a-a236-1f3299d0b27f,Claude-4.5,afm,1.0
040e4274-1e0e-4996-8627-f93c5d4791eb,Claude-4.5,afm,1.0
f44f3c09-3226-47c5-89d2-e2a590edb32c,Claude-4.5,afm,0.0
13470fde-6b22-460f-89c5-ee4173142f18,Claude-4.5,afm,1.0
27454e42-2be3-4793-a9ed-3dfec5931fd0,Claude-4.5,afm,1.0
5084be76-224f-429a-9732-c9a715703a6c,Claude-4.5,afm,1.0
255367aa-7498-4fb0-86f8-385709c908bd,Claude-4.5,afm,1.0
fa9e901d-b50c-4c03-9929-10a998ffb276,Claude-4.5,afm,1.0
eccbd244-e351-4512-9e98-d2504a37577e,Claude-4.5,afm,1.0
c384548c-5f91-482d-8bba-f1d60e3e2fbc,Claude-4.5,afm,1.0
e442d53d-8a74-41e2-af2f-a812de20cfcc,Claude-4.5,afm,1.0
54f4a60b-f510-4f9b-beaa-e77d7d675132,Claude-4.5,afm,1.0
b6c87ea2-ffb1-4fbe-b089-4b226047c6e7,Claude-4.5,afm,1.0
ac21fa47-b483-44c5-823d-323473f98035,gpt-4o,afm,1.0
bb609429-0b28-428e-ab3f-1d5781fdd27c,gpt-4o,afm,1.0
9ab46ddc-901e-4fcf-add5-e422555a03d6,gpt-4o,afm,1.0
d725d921-3c68-4bb0-b9a8-7c06de9db31c,gpt-4o,afm,0.0
afb65fcc-dc98-499d-a64f-b0ab59f10004,gpt-4o,afm,1.0
9671c4ba-c79d-4c29-8294-56c3083e3a68,gpt-4o,afm,1.0
fee6817c-aab7-4bd8-a1c5-16fe01494316,gpt-4o,afm,1.0
6b84d93b-917a-4a2a-a236-1f3299d0b27f,gpt-4o,afm,1.0
040e4274-1e0e-4996-8627-f93c5d4791eb,gpt-4o,afm,1.0
f44f3c09-3226-47c5-89d2-e2a590edb32c,gpt-4o,afm,0.0
13470fde-6b22-460f-89c5-ee4173142f18,gpt-4o,afm,1.0
27454e42-2be3-4793-a9ed-3dfec5931fd0,gpt-4o,afm,1.0
5084be76-224f-429a-9732-c9a715703a6c,gpt-4o,afm,1.0
255367aa-7498-4fb0-86f8-385709c908bd,gpt-4o,afm,1.0
fa9e901d-b50c-4c03-9929-10a998ffb276,gpt-4o,afm,1.0
eccbd244-e351-4512-9e98-d2504a37577e,gpt-4o,afm,1.0
c384548c-5f91-482d-8bba-f1d60e3e2fbc,gpt-4o,afm,1.0
e442d53d-8a74-41e2-af2f-a812de20cfcc,gpt-4o,afm,1.0
54f4a60b-f510-4f9b-beaa-e77d7d675132,gpt-4o,afm,1.0
b6c87ea2-ffb1-4fbe-b089-4b226047c6e7,gpt-4o,afm,1.0
ac21fa47-b483-44c5-823d-323473f98035,oss,afm,0.0
bb609429-0b28-428e-ab3f-1d5781fdd27c,oss,afm,1.0
9ab46ddc-901e-4fcf-add5-e422555a03d6,oss,afm,1.0
d725d921-3c68-4bb0-b9a8-7c06de9db31c,oss,afm,1.0
afb65fcc-dc98-499d-a64f-b0ab59f10004,oss,afm,1.0
9671c4ba-c79d-4c29-8294-56c3083e3a68,oss,afm,1.0
fee6817c-aab7-4bd8-a1c5-16fe01494316,oss,afm,1.0
6b84d93b-917a-4a2a-a236-1f3299d0b27f,oss,afm,1.0
040e4274-1e0e-4996-8627-f93c5d4791eb,oss,afm,1.0
f44f3c09-3226-47c5-89d2-e2a590edb32c,oss,afm,0.0
13470fde-6b22-460f-89c5-ee4173142f18,oss,afm,1.0
27454e42-2be3-4793-a9ed-3dfec5931fd0,oss,afm,1.0
5084be76-224f-429a-9732-c9a715703a6c,oss,afm,1.0
255367aa-7498-4fb0-86f8-385709c908bd,oss,afm,1.0
fa9e901d-b50c-4c03-9929-10a998ffb276,oss,afm,1.0
eccbd244-e351-4512-9e98-d2504a37577e,oss,afm,1.0
c384548c-5f91-482d-8bba-f1d60e3e2fbc,oss,afm,1.0
e442d53d-8a74-41e2-af2f-a812de20cfcc,oss,afm,1.0
54f4a60b-f510-4f9b-beaa-e77d7d675132,oss,afm,1.0
b6c87ea2-ffb1-4fbe-b089-4b226047c6e7,oss,afm,1.0
143dd28b-6206-5814-b8a5-eaa144f5d792,Claude-4.5,catalyst,1.0
fc7ecb24-ef10-5ec7-8471-8e422cc0e333,Claude-4.5,catalyst,1.0
ac429d47-da6b-50d9-9ae6-c23992664404,Claude-4.5,catalyst,1.0
6144c9f3-865b-5d57-9479-20ef5a2813a2,Claude-4.5,catalyst,1.0
54f9d605-645f-5282-bf17-73c0d1cd2393,Claude-4.5,catalyst,1.0
ad615fee-2b83-5243-9b72-af5fe169a39e,Claude-4.5,catalyst,1.0
093f3e0e-b4de-5342-85b5-a7e19dbd7b8b,Claude-4.5,catalyst,1.0
d8d0c504-dc88-547d-8655-39c31667ea9a,Claude-4.5,catalyst,1.0
05d1f0d3-441e-53b9-be29-e84464e38276,Claude-4.5,catalyst,1.0
c800a8c3-7ad6-5eee-a1a4-c5cd427b769d,Claude-4.5,catalyst,1.0
10d0733d-bc09-51d1-9e01-86a70882157d,Claude-4.5,catalyst,1.0
99f8779a-0370-5c4e-8d84-68d8059b2875,Claude-4.5,catalyst,1.0
b6956045-09a3-5e6b-aab3-8d08e0510aa5,Claude-4.5,catalyst,1.0
075a80e7-31ed-5b4a-8d7c-2778ffcf2d3e,Claude-4.5,catalyst,1.0
c5eafee2-ee6b-5d77-89b2-f4258e927e86,Claude-4.5,catalyst,1.0
e1c0129d-f72c-5579-a6b4-c0e055cacd38,Claude-4.5,catalyst,1.0
eb8e1b78-644a-571a-b26d-bd17d1ea4c1f,Claude-4.5,catalyst,1.0
897b8581-158c-534d-8aa3-bcd50a1a8392,Claude-4.5,catalyst,1.0
26137f9e-2632-5b12-85e6-ef1bdbf98949,Claude-4.5,catalyst,1.0
27fef822-f1d8-560c-8807-ea19ce67977d,Claude-4.5,catalyst,0.0
0b12dc54-34f1-5275-88e4-3cc147d8293b,Claude-4.5,catalyst,1.0
8efa930c-cc85-5cb2-8ddc-f8a88f3c5b29,Claude-4.5,catalyst,1.0
b1bcaeb9-ee42-528e-8f9b-40259981c81d,Claude-4.5,catalyst,1.0
a7ae2163-ea3f-58b8-bbe2-e4a054aa8e72,Claude-4.5,catalyst,1.0
820a405a-1686-5f41-b799-90d9d98e63f0,Claude-4.5,catalyst,1.0
1dc5e7ca-c99d-58c9-8fc8-801268a6ead2,Claude-4.5,catalyst,1.0
8b8a105a-1c87-5960-b92c-9aecca60c5d4,Claude-4.5,catalyst,1.0
f0ea2a50-dbbc-5467-aa28-0622828fb2c2,Claude-4.5,catalyst,1.0
70be71fd-3f9a-5e31-af79-94b74f96791b,Claude-4.5,catalyst,1.0
dee1e66f-13d6-5c87-85a4-29eafa0fd6a8,Claude-4.5,catalyst,0.0
1ca71256-930c-5c3d-80b0-35c81b4f2a7a,Claude-4.5,catalyst,1.0
4f112fd4-8534-591b-8256-83b004a166b8,Claude-4.5,catalyst,0.0
286014e2-0542-579a-bdd2-5725a98a0868,Claude-4.5,catalyst,1.0
c23fe2c6-cca3-5f3f-a0db-614f80c4b571,Claude-4.5,catalyst,0.0
6daf0a61-006c-5c0c-841d-f870346edaa7,Claude-4.5,catalyst,1.0
dca990b6-e7f1-51dc-a394-a04457f5d60c,Claude-4.5,catalyst,0.0
b9929d18-41ed-50c7-997d-8b04c216369a,Claude-4.5,catalyst,1.0
478b8fde-1d84-5f95-a22a-9f7f1680fa32,Claude-4.5,catalyst,1.0
f0716f11-c29d-5250-8460-8a21a7eb2abd,Claude-4.5,catalyst,1.0
7f4b9222-7f6e-5524-ab25-db45bd6d3507,Claude-4.5,catalyst,1.0
6042221c-c7b7-5098-b703-ff4ef7d4f70a,Claude-4.5,catalyst,1.0
ab5cca04-8842-5407-ac31-23bfb97e5ae4,Claude-4.5,catalyst,1.0
b793069a-6412-5f3f-ab7f-1bcf3cbef8a1,Claude-4.5,catalyst,1.0
f2e0456b-4870-5852-a56a-b924d8cb60d4,Claude-4.5,catalyst,1.0
da9490c4-c0b6-5124-903a-33dc58d86c69,Claude-4.5,catalyst,1.0
cd2e8426-ef11-5cf8-8e57-efbc31ec28a8,Claude-4.5,catalyst,1.0
eb59a8c7-94a2-51ce-95b7-e79ff06c6062,Claude-4.5,catalyst,0.0
d13e7f52-fb81-5df1-abd6-4332ca358d3b,Claude-4.5,catalyst,1.0
b5eb1d6e-fe2b-59f1-8e28-6f6729b9b1b9,Claude-4.5,catalyst,1.0
317507bd-9009-5c62-8986-99a5a563a3c4,Claude-4.5,catalyst,1.0
143dd28b-6206-5814-b8a5-eaa144f5d792,gpt-4o,catalyst,1.0
fc7ecb24-ef10-5ec7-8471-8e422cc0e333,gpt-4o,catalyst,1.0
ac429d47-da6b-50d9-9ae6-c23992664404,gpt-4o,catalyst,1.0
6144c9f3-865b-5d57-9479-20ef5a2813a2,gpt-4o,catalyst,1.0
54f9d605-645f-5282-bf17-73c0d1cd2393,gpt-4o,catalyst,1.0
ad615fee-2b83-5243-9b72-af5fe169a39e,gpt-4o,catalyst,1.0
093f3e0e-b4de-5342-85b5-a7e19dbd7b8b,gpt-4o,catalyst,1.0
d8d0c504-dc88-547d-8655-39c31667ea9a,gpt-4o,catalyst,1.0
05d1f0d3-441e-53b9-be29-e84464e38276,gpt-4o,catalyst,1.0
c800a8c3-7ad6-5eee-a1a4-c5cd427b769d,gpt-4o,catalyst,0.0
10d0733d-bc09-51d1-9e01-86a70882157d,gpt-4o,catalyst,1.0
99f8779a-0370-5c4e-8d84-68d8059b2875,gpt-4o,catalyst,1.0
b6956045-09a3-5e6b-aab3-8d08e0510aa5,gpt-4o,catalyst,1.0
075a80e7-31ed-5b4a-8d7c-2778ffcf2d3e,gpt-4o,catalyst,1.0
c5eafee2-ee6b-5d77-89b2-f4258e927e86,gpt-4o,catalyst,1.0
e1c0129d-f72c-5579-a6b4-c0e055cacd38,gpt-4o,catalyst,1.0
eb8e1b78-644a-571a-b26d-bd17d1ea4c1f,gpt-4o,catalyst,1.0
897b8581-158c-534d-8aa3-bcd50a1a8392,gpt-4o,catalyst,1.0
26137f9e-2632-5b12-85e6-ef1bdbf98949,gpt-4o,catalyst,1.0
27fef822-f1d8-560c-8807-ea19ce67977d,gpt-4o,catalyst,0.0
0b12dc54-34f1-5275-88e4-3cc147d8293b,gpt-4o,catalyst,0.0
8efa930c-cc85-5cb2-8ddc-f8a88f3c5b29,gpt-4o,catalyst,1.0
b1bcaeb9-ee42-528e-8f9b-40259981c81d,gpt-4o,catalyst,1.0
a7ae2163-ea3f-58b8-bbe2-e4a054aa8e72,gpt-4o,catalyst,1.0
820a405a-1686-5f41-b799-90d9d98e63f0,gpt-4o,catalyst,1.0
1dc5e7ca-c99d-58c9-8fc8-801268a6ead2,gpt-4o,catalyst,1.0
8b8a105a-1c87-5960-b92c-9aecca60c5d4,gpt-4o,catalyst,1.0
f0ea2a50-dbbc-5467-aa28-0622828fb2c2,gpt-4o,catalyst,1.0
70be71fd-3f9a-5e31-af79-94b74f96791b,gpt-4o,catalyst,1.0
dee1e66f-13d6-5c87-85a4-29eafa0fd6a8,gpt-4o,catalyst,1.0
1ca71256-930c-5c3d-80b0-35c81b4f2a7a,gpt-4o,catalyst,1.0
4f112fd4-8534-591b-8256-83b004a166b8,gpt-4o,catalyst,0.0
286014e2-0542-579a-bdd2-5725a98a0868,gpt-4o,catalyst,1.0
c23fe2c6-cca3-5f3f-a0db-614f80c4b571,gpt-4o,catalyst,0.0
6daf0a61-006c-5c0c-841d-f870346edaa7,gpt-4o,catalyst,0.0
dca990b6-e7f1-51dc-a394-a04457f5d60c,gpt-4o,catalyst,1.0
b9929d18-41ed-50c7-997d-8b04c216369a,gpt-4o,catalyst,1.0
478b8fde-1d84-5f95-a22a-9f7f1680fa32,gpt-4o,catalyst,1.0
f0716f11-c29d-5250-8460-8a21a7eb2abd,gpt-4o,catalyst,1.0
7f4b9222-7f6e-5524-ab25-db45bd6d3507,gpt-4o,catalyst,1.0
6042221c-c7b7-5098-b703-ff4ef7d4f70a,gpt-4o,catalyst,1.0
ab5cca04-8842-5407-ac31-23bfb97e5ae4,gpt-4o,catalyst,1.0
b793069a-6412-5f3f-ab7f-1bcf3cbef8a1,gpt-4o,catalyst,1.0
f2e0456b-4870-5852-a56a-b924d8cb60d4,gpt-4o,catalyst,1.0
da9490c4-c0b6-5124-903a-33dc58d86c69,gpt-4o,catalyst,1.0
cd2e8426-ef11-5cf8-8e57-efbc31ec28a8,gpt-4o,catalyst,0.0
eb59a8c7-94a2-51ce-95b7-e79ff06c6062,gpt-4o,catalyst,1.0
d13e7f52-fb81-5df1-abd6-4332ca358d3b,gpt-4o,catalyst,1.0
b5eb1d6e-fe2b-59f1-8e28-6f6729b9b1b9,gpt-4o,catalyst,1.0
317507bd-9009-5c62-8986-99a5a563a3c4,gpt-4o,catalyst,1.0
143dd28b-6206-5814-b8a5-eaa144f5d792,oss,catalyst,1.0
fc7ecb24-ef10-5ec7-8471-8e422cc0e333,oss,catalyst,1.0
ac429d47-da6b-50d9-9ae6-c23992664404,oss,catalyst,1.0
6144c9f3-865b-5d57-9479-20ef5a2813a2,oss,catalyst,0.0
54f9d605-645f-5282-bf17-73c0d1cd2393,oss,catalyst,1.0
ad615fee-2b83-5243-9b72-af5fe169a39e,oss,catalyst,0.0
093f3e0e-b4de-5342-85b5-a7e19dbd7b8b,oss,catalyst,1.0
d8d0c504-dc88-547d-8655-39c31667ea9a,oss,catalyst,1.0
05d1f0d3-441e-53b9-be29-e84464e38276,oss,catalyst,1.0
c800a8c3-7ad6-5eee-a1a4-c5cd427b769d,oss,catalyst,1.0
10d0733d-bc09-51d1-9e01-86a70882157d,oss,catalyst,1.0
99f8779a-0370-5c4e-8d84-68d8059b2875,oss,catalyst,1.0
b6956045-09a3-5e6b-aab3-8d08e0510aa5,oss,catalyst,1.0
075a80e7-31ed-5b4a-8d7c-2778ffcf2d3e,oss,catalyst,1.0
c5eafee2-ee6b-5d77-89b2-f4258e927e86,oss,catalyst,1.0
e1c0129d-f72c-5579-a6b4-c0e055cacd38,oss,catalyst,1.0
eb8e1b78-644a-571a-b26d-bd17d1ea4c1f,oss,catalyst,1.0
897b8581-158c-534d-8aa3-bcd50a1a8392,oss,catalyst,1.0
26137f9e-2632-5b12-85e6-ef1bdbf98949,oss,catalyst,1.0
27fef822-f1d8-560c-8807-ea19ce67977d,oss,catalyst,0.0
0b12dc54-34f1-5275-88e4-3cc147d8293b,oss,catalyst,1.0
8efa930c-cc85-5cb2-8ddc-f8a88f3c5b29,oss,catalyst,1.0
b1bcaeb9-ee42-528e-8f9b-40259981c81d,oss,catalyst,1.0
a7ae2163-ea3f-58b8-bbe2-e4a054aa8e72,oss,catalyst,1.0
820a405a-1686-5f41-b799-90d9d98e63f0,oss,catalyst,1.0
1dc5e7ca-c99d-58c9-8fc8-801268a6ead2,oss,catalyst,1.0
8b8a105a-1c87-5960-b92c-9aecca60c5d4,oss,catalyst,1.0
f0ea2a50-dbbc-5467-aa28-0622828fb2c2,oss,catalyst,1.0
70be71fd-3f9a-5e31-af79-94b74f96791b,oss,catalyst,1.0
dee1e66f-13d6-5c87-85a4-29eafa0fd6a8,oss,catalyst,0.0
