participant_id	gender	credit_allocation	feedback_reactivity
P00056	1	46.20168315526094	42.92188868068949
P00057	1	51.30601756078465	52.53158403757292
P00058	1	52.8123712165175	38.437584809225655
P00059	1	29.457669656733568	61.817825032313436
P00060	1	53.98039686316796	57.605524132512436
P00061	1	39.621079040851356	61.31065024610161
P00062	1	66.45286844870247	51.70006610937192
P00063	1	58.46601577835833	36.6954649118841
P00064	1	70.3801572523537	65.04073983877804
P00065	1	32.03276605684202	31.086332240477773
P00066	1	44.76380170297421	45.422815518020975
P00067	1	47.36282411057235	61.71322807021216
P00068	1	41.16862471026134	61.0823436910403
P00069	1	44.319640758073646	42.59046797933165
P00070	1	59.898579762316494	54.19902382398376
P00071	1	47.87661218114777	47.67533003937373
P00072	1	38.01478919336809	52.7563733788815
P00073	1	55.94560980000824	54.2356126193137
P00074	1	50.83647505305927	31.90442887881475
P00075	1	42.59842652045958	45.11932873606068
P00076	1	52.83594955232713	48.0844626505729
P00077	1	46.74834239657439	13.00343201993669
P00078	1	55.17359233217887	44.94018366825814
P00079	1	30.971854062585646	59.581162116439785
P00080	1	50.47527999195238	78.06083687978041
P00081	1	34.08391352566055	49.8173223432647
P00082	1	47.13812422105535	41.897170544460224
P00083	1	56.542606995584386	57.18752975641108
P00084	1	51.013805708321115	44.697981521310666
P00085	1	18.739750472170243	34.38571020936897
P00086	1	34.77872648096018	38.705044052658145
P00087	1	77.73764904838093	48.974764610013516
P00088	1	69.08827104706319	29.593705682689162
P00089	1	61.760886911181146	62.48213278405751
P00090	1	37.904000264943676	49.21441987539402
P00091	1	63.07743809697193	47.202909077129036
P00092	1	47.88886388647523	63.49420604477965
P00093	1	61.98457171616185	50.48574991801403
P00094	1	49.28509728671714	56.4629122579603
P00095	1	48.3437514990475	35.125629359364645
P00096	1	39.77709067738244	18.47025366520831
P00097	1	70.63459229472514	44.510462965906974
P00098	1	44.498114298250854	45.637382516177574
P00099	1	56.64271203395266	56.26636535945125
P00100	1	43.393646242262804	55.33834456574138
P00101	1	54.88889967165008	40.89319264644865
P00102	1	45.356982113739875	57.357160837596254
P00103	1	32.79934928945238	18.816367619117482
P00104	1	46.75521676170762	44.28373822700972
P00105	1	56.91636975985442	54.98795024321448
P00106	1	52.6677550446421	39.55703813495049
P00107	1	48.19133662663508	39.17004116818895
P00108	1	68.2000440447596	47.46161897373037
P00109	1	61.8928230409354	68.80463596342913
P00110	1	57.78523801071758	55.66762074617381
P00111	1	24.587794874625224	40.400632456784166
P00112	1	49.57250491382571	53.76670791703059
P00113	1	40.36370932796539	40.9500470010411
P00114	1	55.62801237068437	45.919399457339225
P00115	1	71.04459469182115	52.27004781640048
P00116	1	57.74570929839727	42.83695941801324
P00117	1	40.56162193087162	29.374755368904538
P00118	1	28.53783375269719	17.94323785414263
P00119	1	44.0926463737023	54.79549504394054
P00120	1	45.191509368999775	47.71045681269326
P00121	1	40.717953482582246	48.18078278910363
P00122	1	40.52995241712397	34.91751133519518
P00123	1	31.007058895881705	39.04134973500925
P00124	1	58.19451760907645	55.16984119962301
P00125	1	46.99118961536678	55.40622829098803
P00126	1	53.35408517069389	36.38686816388444
P00127	1	70.28435895415751	35.43902030447162
P00128	1	35.673193100209964	31.338399133705863
P00129	1	23.67370618908629	45.17285268432908
P00130	1	62.70929582859519	80.0367442684888
P00131	1	29.2500097885324	44.57590927436955
P00132	1	53.91324646960469	56.15376850642091
P00133	1	40.39394104215449	64.39828208313271
P00134	1	49.13880354031505	67.24757007185244
P00135	1	41.09893198252641	25.766686088081105
P00136	1	35.478541164158216	62.02889751351846
P00137	1	61.39258888057796	55.63304553789458
P00138	1	50.19212685301596	53.79270991796506
P00139	1	40.73385661499535	64.9473872743765
P00140	1	63.62303503705247	69.54529103693284
P00141	1	50.00300903104917	42.36281980938467
P00142	1	52.15028126209448	37.87280348065581
P00143	1	76.77770674872015	54.40549381748347
P00144	1	60.957127984591686	42.82770894883017
P00145	1	78.896624161714	39.70461262597813
P00146	1	62.62261128728409	53.7301520667346
P00147	1	55.30122936038371	62.09778359712301
P00148	1	61.237813981736885	61.509210463954176
P00149	1	57.71504878626105	44.85247119400374
P00150	1	68.90562197593934	48.02218489655561
P00151	1	64.16228723988885	42.20918210846596
P00152	1	56.25128375569959	60.42926096988701
P00153	1	40.07156011022139	61.83244420115666
P00154	1	59.17671058714967	45.137688538920116
P00155	1	33.13060874740235	29.37505902995683
P00156	1	52.101071575046305	35.78122199953897
P00157	1	37.414939712766525	45.87728426545381
P00158	1	81.08666243110662	63.068708606506696
P00159	1	34.31677865132171	34.42009666609293
P00160	1	50.80083623280342	50.37292446357925
P00161	1	54.26921578067701	43.855720391599206
P00162	1	37.95172976946542	55.22009524927128
P00163	1	36.519376789775606	27.309411675896698
P00164	1	31.180733269385435	42.963314927716176
P00165	1	54.54101376393378	41.07613715125782
P00166	1	63.249390318917136	60.14882876271716
P00167	1	65.08479361969331	65.1618024589491
P00168	1	59.41907041301853	38.062832710209655
P00169	1	49.257889104887056	37.05160574045582
P00170	1	58.659195974971325	50.698241126672066
P00171	1	43.14433973617958	43.63473653175611
P00172	1	68.08351848614615	78.36590927892202
P00173	1	62.34255975357521	63.9572175041654
P00174	1	36.68261235700052	58.06359908582578
P00175	1	53.83544045440389	50.930418788007316
P00176	1	55.88666778636131	45.72566129101031
P00177	1	41.67336154208843	63.83278081603508
P00178	1	59.14047340526062	50.532537999722265
P00179	1	63.58987968354557	47.90330163535229
P00180	1	28.76521061225059	46.72073254941314
P00181	1	50.12654488398237	49.189012943144675
P00182	1	54.52176850893542	48.601429590471774
P00183	1	59.945064905063916	71.11411082068125
P00184	1	45.08423118180151	50.14783844897975
P00185	1	68.4607978401273	35.2670416005275
P00186	1	36.13382726027508	52.19275896603873
P00187	1	30.0824167115968	56.11826453776538
P00188	1	45.30925279271668	48.3657828213199
P00189	1	47.14445907077716	60.68055940234531
P00190	1	40.16130922658573	41.27699762023276
P00191	1	39.63786785454873	66.03041667162739
P00192	1	47.02159683002154	55.89705424062817
P00193	1	43.548349506215075	52.53980466469747
P00194	1	42.80635152461092	60.12866878897198
P00195	1	40.74188154480788	45.03646211837013
P00196	1	30.20713079818982	36.10405146507757
P00197	1	73.5905055515511	52.10104610372129
P00198	1	29.55681656892196	48.00069767247656
P00199	1	36.41258066085043	49.74188288129933
P00200	1	24.89526982643518	55.2386106486856
P00201	1	45.38165918253213	52.84706385600295
P00202	1	58.83528364451811	49.770513683805916
P00203	1	50.511539531083564	60.975456674597815
P00204	1	61.19308532607175	71.05375841329908
P00205	1	29.204146797817746	45.710831728171755
P00206	1	61.908628168799375	44.70373733717351
P00207	1	80.84004507397255	54.61243347193576
P00208	1	47.31227973073299	50.840913970176224
P00209	1	58.56855355193631	88.66395528494498
P00210	1	60.912741521859225	52.636523171855025
P00211	1	69.80836371271593	82.52214951084513
P00212	1	69.86096779876625	39.722832022165065
P00213	1	39.48057886767566	51.97001731891331
P00214	1	46.07737759890201	42.25457657806027
P00215	1	44.76946706302319	48.784977534133375
P00216	1	39.366655722645994	27.76248516186143
P00217	1	63.198099154297914	41.42829254389088
P00218	1	40.982628420100895	54.632888377358384
P00219	1	29.506245853041612	44.03508506445947
P00220	1	32.992673591564156	41.08631779704271
P00221	1	55.488234971977995	56.52218268111765
P00222	1	47.37293178038931	43.16937084797549
P00223	1	52.08597442937174	36.45623110340086
P00224	1	33.77049082445373	40.46187196101013
P00225	1	51.48581608861666	55.60989784625585
P00226	1	50.451638333322876	44.039281337546726
P00227	1	41.55788515854356	52.25137967609356
P00228	1	42.99668687575733	55.34513067874627
P00229	1	65.79905374093195	56.2521660542338
P00230	1	46.506540177681714	47.85600030893871
P00231	1	54.27056798053562	26.671032410903763
P00232	1	41.34582930204689	27.447066266571507
P00233	1	59.22216197360548	63.68204446618722
P00234	1	62.46623175020786	58.69182988052
P00235	1	48.15240445854922	33.066571876410784
P00236	1	39.47528685942145	25.930933936614323
P00237	1	55.276088720370005	48.07009743922782
P00238	1	44.79267218767419	43.821245244043325
P00239	1	65.3356469619876	57.19433488850077
P00240	1	67.01648791881212	48.222096953044854
P00241	1	63.59762847385533	56.91412961036945
P00242	1	53.29626030096336	66.5973068342791
P00243	1	64.03145945491971	26.98201549690378
P00244	1	63.168264480556594	42.00168506054688
P00245	1	44.78102546074219	57.284416042158334
P00246	1	66.43059655311917	56.496884505871016
P00247	1	53.45613961253518	48.86560056615734
P00248	1	68.77289458516267	60.7680414716292
P00249	1	30.611146471431777	34.698174379051764
P00250	1	49.05188398870449	41.03572455384609
P00251	1	62.82062467888051	41.99496948866544
P00252	1	54.57572075309949	57.9580083889723
P00253	1	57.72110993820186	53.294174578467626
P00254	1	35.48349023634932	38.33292676860238
P00255	1	23.88399395728829	30.56146777708421
P00256	1	59.199110722950245	64.1386214521666
P00257	1	61.93162789575311	63.07378959063658
P00258	1	46.92612213066641	46.883141530611226
P00259	1	51.33737080940463	39.343925930868664
P00260	1	56.02605299289955	49.02328608726582
P00261	1	60.25939170151278	54.94195408593798
P00262	1	52.83555725321345	39.04997106451868
P00263	1	48.1021292823875	46.05062375821338
P00264	1	62.133926291129065	52.40984189615562
P00265	1	39.52430195228837	33.89935061363013
P00266	1	59.51099139705938	54.18708269056924
P00267	1	80.71843342860254	57.774156339858976
P00268	1	41.93694441384711	63.101919818191305
P00269	1	40.59544783767721	64.08349505055116
P00270	1	47.986423079229894	51.531655052001476
P00271	1	13.18926697483763	42.92927692950226
P00272	1	58.03208171305678	41.95837459749809
P00273	1	53.927296614515726	52.954348864347246
P00274	1	34.354170679752784	52.82950451977447
P00275	1	40.25335709785701	83.74586177276822
P00276	1	45.21999071401778	62.49402836664237
P00277	1	42.54006333881724	39.48877022624269
P00278	1	46.75228114636342	70.78819579644015
P00279	1	41.476226715650974	37.448262924334834
P00280	1	32.4383152452624	18.77231213581456
P00281	1	33.115694888105885	31.518381701520283
P00282	1	35.46638565574246	54.161736638657885
P00283	1	47.00767371186706	56.17091614771868
P00284	1	67.56598800249694	60.05440189984799
P00285	1	32.7315391637882	57.237576193940086
P00286	1	61.06471360856729	55.42461658927769
P00287	1	64.00984286318683	60.13403930544006
P00288	1	37.7544668434829	43.910491670221326
P00289	1	49.47524522551237	53.483787314366346
P00290	1	34.246704881085286	30.587774286208482
P00291	1	41.25299413233205	48.01608922975531
P00292	1	53.57099629741499	59.76434349424466
P00293	1	54.97258363982239	43.48800808144193
P00294	1	43.20967468574016	62.839678700142095
P00295	1	73.37977779295815	53.184825302917574
P00296	1	86.25809323500809	40.58714897998648
P00297	1	68.31400363192311	59.39290177311264
P00298	1	25.924282851434285	37.06984109434276
P00299	1	61.18381898878333	46.101821929129585
P00300	1	39.561637477977854	42.73935258300712
P00301	1	59.77825298876787	36.61917767475027
P00302	1	64.68700236083271	46.39207753168492
P00303	1	66.8392068720074	37.5474095032309
P00304	1	32.00808821708884	36.470174685464045
P00305	1	62.34165859124007	65.472578126619
P00306	1	50.24893862515283	60.384422680539934
P00307	1	62.5579762283986	58.94257684068863
P00308	1	34.6807721846411	47.766559394396516
P00309	1	47.88233074688878	55.26263460275541
P00310	1	33.140130357998004	46.06267971274724
P00311	1	48.64781205820928	75.31018709382582
P00312	1	60.90892372851966	56.78813707620585
P00313	1	38.358997974279745	61.580880388791286
P00314	1	54.4469497272325	60.18703224784045
P00315	1	46.999126102973825	56.126873826025985
P00316	1	44.545338511079365	46.73288691147057
P00317	1	48.61850888399384	54.463771859465176
P00318	1	49.24573509387078	47.179450319016816
P00319	1	37.54834767477123	63.95251065264094
P00320	1	38.003387771732015	49.604867224428325
P00321	1	51.66315600734336	34.023263454105994
P00322	1	53.54701637051936	51.61612601681452
P00323	1	69.06472795201589	51.39008534426031
P00324	1	59.938727906554575	55.33958825069199
P00325	1	53.90723237730924	56.65002305770554
P00326	1	43.39758456479589	69.46499924450212
P00327	1	57.00782360379666	44.32309937059272
P00328	1	46.078800772075596	48.298584818656515
P00329	1	36.211960185225195	6.796187157622811
P00330	1	42.09304280943683	18.51746747432807
P00331	1	31.450438277276305	43.11764030098422
P00332	1	59.42881291947259	41.60864063177255
P00333	1	66.3492063940376	55.644781090198826
P00334	1	38.18408718841076	30.90117582253202
P00335	1	53.267082940022235	47.90959922637102
P00336	1	27.702859808272514	51.71174842697111
P00337	1	56.996162780422964	41.45232612224921
P00338	1	62.120867109894824	52.76607642144174
P00339	1	45.97120257537588	39.49068662828164
P00340	1	43.326163393517845	72.96894683695513
P00341	1	29.550476570779526	41.414160024572105
P00342	1	50.73469553032457	68.94048060788512
P00343	1	45.90370516076198	63.87522941491086
P00344	1	24.418181959383084	54.99530462588241
P00345	1	33.16469184947892	60.141986332922826
P00346	1	49.332224484168535	29.139052692518337
P00347	1	55.116361697085665	34.10457182101452
P00348	1	54.799766469299215	65.96449743868766
P00349	1	36.48594720125391	39.87113114339261
P00350	1	36.0212611294083	65.46434956199084
P00351	1	67.94449436225453	55.86508981430541
P00352	1	49.24936154028317	36.004480697013825
P00353	1	41.40273403423937	71.88092772404337
P00354	1	54.35797676645917	51.02746637542934
P00355	1	62.793704553792836	67.27380425637602
P00356	1	60.79111013937943	67.01839866002963
P00357	1	36.80780585722632	55.22566841394971
P00358	1	61.83338989988367	65.3228320258795
P00359	1	45.093490790569845	29.41867508336045
P00360	1	68.4798696446708	45.786442754165414
P00361	1	40.13271967870547	56.0834206075047
P00362	1	56.58945752744426	43.203437701238755
P00363	1	45.10261277779737	42.641933284519965
P00364	1	34.51445924972115	36.73885358323769
P00365	1	31.342156680400848	39.94953037095303
P00366	1	45.39523968581572	60.659940233729515
P00367	1	52.85108888293861	54.576111511769575
P00368	1	59.773008640666355	61.79642380442254
P00369	1	27.456311434245407	44.53331319261629
P00370	1	56.41860890825917	29.468319598446918
P00371	1	29.784453010990482	61.7043004040445
P00372	1	53.317751813613185	49.12256988161208
P00373	1	42.09124840785217	54.01654789514561
P00374	1	43.528695950718316	69.09641970160962
P00375	1	50.152061527478324	57.40329094002257
P00376	1	39.772197073048105	44.91676688616071
P00377	1	61.4008180162565	55.78741734315647
P00378	1	27.314415243218157	57.133728994796414
P00379	1	40.971749029486375	40.88118953456619
P00380	1	28.01214831981669	29.120221203081286
P00381	1	49.16856899248217	65.42173430701438
P00382	1	49.40083444799151	60.4435316308788
P00383	1	38.658582725365996	33.05653158668063
P00384	1	39.20224013700106	60.77883272477511
P00385	1	38.28591220397441	67.89568108016385
P00386	1	51.769449429262416	36.69246392127821
P00387	1	61.32348931399933	45.96495702745844
P00388	1	54.11902765728978	49.847199845581045
P00389	1	30.19090814481617	46.76194531534926
P00390	1	61.4077301209147	33.14578861298563
P00391	1	37.911901145498256	36.65527988729754
P00392	1	71.0159706967101	45.260008248349614
P00393	1	51.09227325127675	54.18433959489268
P00394	1	49.150721142496806	39.296831213457615
P00395	1	58.26967933078021	65.36157349902055
P00396	1	39.99561293146164	53.86381833057383
P00397	1	34.45294450559679	38.88814629307559
P00398	1	53.380856699748485	46.570351070145726
P00399	1	33.182818678124676	46.58718213756768
P00400	1	62.15639635064339	65.74119423823616
P00401	1	45.38362020603377	51.2490756318482
P00402	1	22.45702135066528	59.08454669506366
P00403	1	63.7201934019609	58.71452036034903
P00404	1	45.66311757297371	47.11564091217209
P00405	1	59.38199095663581	60.160835738453564
P00406	1	41.772413771363944	49.060686129728744
P00407	1	53.29405294870398	34.60865068340645
P00408	1	72.5660254028331	73.82220654761775
P00409	1	35.56343600385588	49.33693764513658
P00410	1	48.196111866082994	42.7203167748092
P00411	1	53.06073980945519	34.40230310819149
P00412	1	55.55988146366515	74.80251794538805
P00413	1	78.29741835881877	50.01917017062021
P00414	1	63.73807942072872	46.1358931363408
P00415	1	25.278967511881703	31.202508592574393
P00416	1	42.05537993518605	23.2900060792982
P00417	1	51.402057298429334	68.83228147190012
P00418	1	47.192559368031546	57.19732510274562
P00419	1	44.726243399601366	47.625087303644285
P00420	1	56.21637142523948	48.20644731322383
P00421	1	55.80449893569822	54.439641215235596
P00422	1	69.72454370394065	74.78699748315307
P00423	1	53.07416030696801	36.811285904340465
P00424	1	24.580999533356447	41.200725050162276
P00425	1	53.7794026964378	26.874603343011326
P00426	1	39.08791960815839	48.29466409538859
P00427	1	64.87217358134276	59.159313951186576
P00428	1	41.03594248595235	25.967145977296365
P00429	1	33.85304341483412	25.11856006050033
P00430	1	47.93061744548979	47.95923268698835
P00431	1	47.258979041503466	71.04468545651956
P00432	1	51.16548152210512	53.84578594775358
P00433	1	49.17568593825991	37.02939109022424
P00434	1	58.19339205181316	62.57680502863818
P00435	1	72.40745844256978	54.23879326288404
P00436	1	51.763160702199684	50.16770421343658
P00437	1	41.30609172697339	51.407544701240624
P00438	1	64.48535827697165	45.98227094623593
P00439	1	63.131835059069466	45.69556824955956
P00440	1	48.540008284144264	33.09081946418339
P00441	1	38.15363448452429	34.26001509063507
P00442	1	52.04220924794182	50.12354504852681
P00443	1	30.283512661931077	45.051694530094004
P00444	1	42.568070016743825	42.78589568302227
P00445	1	60.62518578689521	56.77830505794618
P00446	1	44.28447454999781	35.10802883257339
P00447	1	39.87896938108935	62.970197573352685
P00448	1	54.41304352621143	40.956655957317146
P00449	1	55.93627769972635	63.95632403872487
P00450	1	54.37525905001685	50.76894195380698
P00451	1	57.715459506104025	45.34518996302721
P00452	1	47.81367607337248	25.2025865137337
P00453	1	40.18610041581753	34.47730536067835
P00454	1	52.187559416345614	52.329205814116406
P00455	1	55.99208234406024	27.447276049914844
P00456	1	53.53165335628698	60.61414427522714
P00457	1	32.58162549546827	71.67746606865954
P00458	1	42.23213533876245	48.97692566590539
P00459	1	51.61344538876952	36.84070558100527
P00460	1	47.83699271182723	39.048139749329124
P00461	1	77.11579834151016	30.230593331998374
P00462	1	41.82187207370997	25.59484345017458
P00463	1	34.24111459169515	38.14794107002794
P00464	1	31.150074267099257	45.08078519959356
P00465	1	46.444320306531814	51.982441714174286
P00466	1	59.54336472697505	58.72245200652859
P00467	1	36.3732121226571	49.50722449363476
P00468	1	56.470342114067314	46.05099900471485
P00469	1	54.16009964969821	63.863942267803694
P00470	1	32.459184133185346	43.509742290578274
P00471	1	51.818686742478164	63.139927032066
P00472	1	62.288984350795694	42.74620930455377
P00473	1	26.631873681881984	51.14445325984481
P00474	1	48.09779948122838	51.15596130107398
P00475	1	32.23043750486763	33.613775549276404
P00476	1	43.37070012959459	67.94775176529211
P00477	1	70.10231463793949	73.39815434499556
P00478	1	56.658329767515404	56.66186027386517
P00479	1	61.67552552637416	69.73870320020507
P00480	1	44.84269064824455	41.86372893910589
P00481	1	76.96390664989279	74.99211241252996
P00482	1	65.33102122139576	69.7928480055675
P00483	1	16.598370467346285	59.06306560051135
P00484	1	37.38652052741812	38.02519831733161
P00485	1	56.22749038429013	59.0555390086167
P00486	1	66.18830270044859	41.475716036001415
P00487	1	32.803990260001655	40.56040332713934
P00488	1	50.87418874156693	51.992700696480014
P00489	1	62.46513639096196	54.30069532769967
P00490	1	54.56020439218912	53.58495359989606
P00491	1	39.1853376492186	50.04379959333379
P00492	1	41.085859721230015	30.646613829531386
P00493	1	57.56769884584738	60.66301981870226
P00494	1	47.62300359283572	49.060185201716884
P00495	1	42.762676846625766	35.025508231128526
P00496	1	57.457575588564	50.30653354431344
P00497	1	61.18799188666915	43.38281561983728
P00498	1	40.7755478023899	46.306422361862154
P00499	1	42.934101298245665	35.8325767222306
P00500	1	55.59971819360718	33.330252163850396
P00501	1	41.05386807372026	47.510202514115235
P00502	1	51.93838699257229	47.62158747737465
P00503	1	54.50599220944229	59.20896584057438
P00504	1	54.14115646951511	64.602988325053
P00505	1	23.92476393391385	36.8286161495814
P00506	1	51.51024800601779	40.68082560892456
P00507	1	47.332605575364816	61.32404199375867
P00508	1	60.226075143121136	55.60397031377789
P00509	1	32.87454464988421	57.906120485843616
P00510	1	58.030007277607936	35.47331678777462
P00511	1	54.204942275842946	49.92403963586585
P00512	1	52.32852378162295	84.69439692422091
P00513	1	49.791744545421864	43.44588627573192
P00514	1	62.516611360282226	36.000801394837566
P00515	1	47.47450801618858	49.19522746848029
P00516	1	54.14421080352594	33.122665703256814
P00517	1	63.760647958019064	41.12507900617649
P00518	1	52.13680283685019	43.68221416204808
P00519	1	55.98597849131302	67.09059865862432
P00520	1	65.98451673410733	55.40132233972803
P00521	1	28.151835790131223	50.100287458188795
P00522	1	66.2875153914849	53.20819486779688
P00523	1	23.815964740045274	48.512603092068645
P00524	1	48.41296753042964	59.06949259033356
P00525	1	61.625291220908174	43.31284289739499
P00526	1	39.26788062099633	53.048996641750655
P00527	1	44.23944600815119	35.52514159112974
P00528	1	44.916190984521776	63.79658234159275
P00529	1	50.71727424297879	71.36373809179159
P00530	1	43.110666856859346	52.81208745408764
P00531	1	34.378687483717414	22.569563684000475
P00532	1	51.39174541034856	73.19368830590732
P00533	1	50.60043641047945	33.18479431414462
P00534	1	48.566183931115646	67.13874638693613
P00535	1	40.65369683462099	58.55691250278703
P00536	1	23.95468054306466	51.531491409921294
P00537	1	52.3235287033976	68.1060077733394
P00538	1	48.32549709159815	33.44620253350843
P00539	1	54.84266627055375	50.55089011015849
P00540	1	57.874501664602604	26.053624287929985
P00541	1	43.450003794177604	50.220235878814805
P00542	1	45.36119923313612	62.77853058367116
P00543	1	52.428115470560655	46.531331175103816
P00544	1	50.282972343347986	61.27844090260342
P00545	1	69.04074300238675	57.78734239092516
P00546	1	47.456505379171574	44.59937193705978
P00547	1	62.32653034326344	60.11272966484452
P00548	1	40.680288039659075	39.916547060597104
P00549	1	49.09400714674102	29.216064280435234
P00550	1	56.83706290226285	54.29033804076674
P00551	1	47.390051333213925	36.93446957936155
P00552	1	53.06555048389862	45.127679022498896
P00553	1	38.65464785719867	43.615106353934124
P00554	1	59.753528936384214	30.42112004781216
P00555	1	44.75976762044021	44.15025683710236
P00556	1	71.88791124544875	69.47392653053699
P00557	1	29.78611798788736	43.062535488184764
P00558	1	25.04832413973607	43.163242874278595
P00559	1	44.60440353250817	26.16640938008741
P00560	1	72.02413678506298	53.224683949328885
P00561	1	24.99644479553082	40.89737151823052
P00562	1	56.44980590115876	70.21780957183017
P00563	1	41.26199805413325	53.27961183013793
P00564	1	50.52032481900354	59.52237263080248
P00565	1	65.73281518447783	25.042708133343112
P00566	1	46.83131919295984	58.827565430559886
P00567	1	33.91566948804787	70.17817870750292
P00568	1	58.77287623048617	80.01677892801713
P00569	1	48.85815457612171	57.370833102557825
P00570	1	61.18089241389595	42.412102560991954
P00571	1	52.02544628824358	31.172770761058167
P00572	1	52.9350964600364	66.97004035594362
P00573	1	43.82273295817964	50.278733775869206
P00574	1	70.33380219505594	39.64277860045938
P00575	1	33.633882824888886	51.90889743624689
P00576	1	53.35296028946848	51.45996954918785
P00577	1	39.830061759922145	41.547389557046
P00578	1	58.65888811999845	57.04585610468303
P00579	1	51.13045013854701	44.35456219656625
P00580	1	49.82801910447682	64.00910574379769
P00581	1	40.55812904098921	51.82200314614292
P00582	1	39.61644265957238	25.266334659495755
P00583	1	36.50433500468971	47.17280223870304
P00584	1	43.04601343280733	67.1112458382204
P00585	1	50.97918955537639	70.28872453858793
P00586	1	42.347765491126246	25.05248643787052
P00587	1	40.602439834692696	27.9114518494916
P00588	1	67.50332584541871	50.922243736225106
P00589	1	43.69952013153022	37.30856920509027
P00590	1	47.646145977571614	39.22310752586239
P00591	1	46.79982121791504	51.89130924163997
P00592	1	37.878930358066896	62.67628559798564
P00593	1	64.14479061282516	49.88182060637975
P00594	1	67.72423874315261	52.68820117438193
P00595	1	59.25342246513821	68.754123043088
P00596	1	58.85587677207265	51.75552083136089
P00597	1	50.994744381002775	54.58328286565812
P00598	1	71.83144863115821	46.992966963831265
P00599	1	11.168552637972171	34.72565926332908
P00600	1	40.83970366521379	48.146362658796896
P00601	1	48.13566674110937	57.59757548053948
P00602	1	46.89643748620777	59.72092502138225
P00603	1	54.164056478001946	44.872212656537926
P00604	1	46.07995045893643	62.76328152752843
P00605	1	69.78800017345121	71.48201719504902
P00606	1	45.74355258456936	40.34770505681764
P00607	1	63.27170764621821	59.155399438635946
P00608	1	70.96877923596381	39.091811754349436
P00609	1	52.20018299262302	28.587889470266653
P00610	1	45.84047896792366	60.916690627001856
P00611	1	51.09998159976308	57.17385742632346
P00612	1	54.61416321993712	29.985077046089778
P00613	1	52.16189258603	42.03370615789292
P00614	1	62.83980425732761	54.24357939212516
P00615	1	44.82465472434322	49.60354609456948
P00616	1	44.7983040788413	41.48366203735094
P00617	1	26.745228113392933	27.24712412141605
P00618	1	54.27660300398853	58.25592732237428
P00619	1	32.583383504822734	29.488333361520947
P00620	1	51.103477133826914	67.1560495028209
P00621	1	36.03245248060619	43.46694980237169
P00622	1	51.631381552487134	24.474472341472946
P00623	1	82.08996132322447	54.92543226691527
P00624	1	65.83351709096863	61.69241472008405
P00625	1	58.89875046123608	52.44024076308591
P00626	1	57.18948645897504	57.692303086931254
P00627	1	54.60854775466458	48.854470720115614
P00628	1	43.44435375920537	34.496661130371656
P00629	1	73.4407591749663	60.061340868407434
P00630	1	65.58973840451287	57.888204934530336
P00631	1	57.831888151062834	45.97077552342335
P00632	1	54.95269792455688	51.02989974300092
P00633	1	52.10256433673245	61.99230233289235
P00634	1	52.733814897470246	60.48468210604679
