feature,correlation,p_value,significant,abs_correlation,cohens_d,success_mean,failure_mean,n_success,n_failure
execution_errors,-0.24571829747434074,0.006827560625619159,True,0.24571829747434074,-0.5764901752080697,0.20454545454545456,0.9375,88,32
assistant_steps_to_first_error,-0.23596995186213476,0.009469724999183794,True,0.23596995186213476,-0.5500611503731747,-0.5454545454545454,0.25,88,32
steps_to_first_error,-0.2359699518621347,0.009469724999183794,True,0.2359699518621347,-0.5500611503731747,-0.7727272727272727,-0.375,88,32
has_tool_error_in_first_step,-0.23596995186213465,0.009469724999183794,True,0.23596995186213465,-0.5500611503731747,0.11363636363636363,0.3125,88,32
inefficient_tool_call_count,-0.2325116258719476,0.010603480243215831,True,0.2325116258719476,-0.5435979517255497,0.1590909090909091,0.6875,88,32
planning_to_total_ratio,0.23070875682797573,0.011240491314219954,True,0.23070875682797573,0.5355145486798525,0.09613259215531941,0.06322375541125541,88,32
annotatable_steps_count,-0.2222272035823295,0.014708330588289199,True,0.2222272035823295,-0.5169949068307311,5.818181818181818,9.5625,88,32
syntax_error_count,-0.22182482001603376,0.01489378770546639,True,0.22182482001603376,-0.5176985485951628,0.022727272727272728,0.21875,88,32
longest_looping_sequence,-0.21589388479418642,0.017872684403800455,True,0.21589388479418642,-0.5037493829874286,0.0,0.0625,88,32
invalid_tool_errors,-0.21589388479418642,0.017872684403800455,True,0.21589388479418642,-0.5037493829874287,0.0,0.1875,88,32
wrong_reasoning_count,-0.21122963506191117,0.02056479475978661,True,0.21122963506191117,-0.49158388954351867,0.011363636363636364,0.125,88,32
positive_marker_count,0.2061957701706411,0.02385496098172375,True,0.2061957701706411,0.47643270234424345,3.0,2.1875,88,32
problem_marker_ratio,-0.19851865895523851,0.02973649695025102,True,0.19851865895523851,-0.4609120941461633,0.009629953379953378,0.04017857142857143,88,32
most_used_tool_count,-0.19597558128457973,0.03193831128441192,True,0.19597558128457973,-0.455240127996681,3.1363636363636362,8.125,88,32
problem_marker_count,-0.1939661056031443,0.03377430794621327,True,0.1939661056031443,-0.44875014132827956,0.22727272727272727,0.625,88,32
negative_marker_ratio,-0.19372227831919966,0.03400303035890099,True,0.19372227831919966,-0.44917047172121943,0.017889307662034934,0.06679841897233202,88,32
completion_tokens,0.1772797168444067,0.05273956759127534,False,0.1772797168444067,0.40735311531998314,252.0,177.875,88,32
neutral_marker_ratio,-0.17629438497408542,0.054090810483090876,False,0.17629438497408542,-0.4053759593007827,0.6052527018436109,0.6778382622811971,88,32
validation_to_total_ratio,0.1740638205853846,0.057255268529476565,False,0.1740638205853846,0.3992438808574944,0.01820477502295684,0.00744047619047619,88,32
most_used_tool_ratio,-0.17070207889286118,0.06231029856767652,False,0.17070207889286118,-0.3936307075385408,0.18228488683034139,0.2195436507936508,88,32
thought_to_action_ratio,-0.16534359208369578,0.0711164345643853,False,0.16534359208369578,-0.3791183767657359,0.48822794852206625,0.6911830357142857,88,32
assistant_steps_to_first_reasoning,0.164628768334172,0.07236381716806352,False,0.164628768334172,0.37674242194017205,3.3636363636363638,0.75,88,32
steps_to_first_reasoning,0.164628768334172,0.07236381716806352,False,0.164628768334172,0.37674242194017205,3.3636363636363638,0.75,88,32
total_calls,-0.15532402599460546,0.09026963402628609,False,0.15532402599460546,-0.3580243798163978,8.181818181818182,10.5,88,32
planning_statement_count,0.15459597627899302,0.09180739289370278,False,0.15459597627899302,0.3533516340431353,1.3409090909090908,0.96875,88,32
misunderstood_tool_count,-0.15201724802626512,0.09742183455555875,False,0.15201724802626512,-0.35041227390968444,0.0,0.03125,88,32
early_final_answer_count,-0.1520172480262651,0.09742183455555875,False,0.1520172480262651,-0.35041227390968444,0.0,0.03125,88,32
loop_instance_count,-0.1520172480262651,0.09742183455555875,False,0.1520172480262651,-0.35041227390968444,0.0,0.0625,88,32
retry_rate,-0.1512360378529862,0.09917513806271688,False,0.1512360378529862,-0.34818725467856165,0.019414203221021404,0.055357142857142855,88,32
backtrack_trigger_count,-0.15056091541029765,0.10071028507889644,False,0.15056091541029765,-0.34568115503475233,0.10227272727272728,0.25,88,32
tool_latency_mean,-0.12718612564544965,0.16626666406842544,False,0.12718612564544965,-0.29031436959640133,19.940002137140436,32.481338139885665,88,32
validation_attempt_count,0.12685545288250388,0.167380029290261,False,0.12685545288250388,0.28938595157032854,0.3522727272727273,0.1875,88,32
recovery_marker_count,-0.11487943984904318,0.21151507585171295,False,0.11487943984904318,-0.26274614219909137,0.36363636363636365,0.625,88,32
total_tokens,0.114477083060531,0.2131298460978469,False,0.114477083060531,0.26207066094463505,25422.454545454544,22843.625,88,32
successful_calls,-0.11273454350962184,0.2202245341899167,False,0.11273454350962184,-0.2583397649108301,7.9772727272727275,9.375,88,32
prompt_tokens,0.11251188022895209,0.22114301074755688,False,0.11251188022895209,0.25752996425307334,25170.454545454544,22665.75,88,32
tool_latency_std,-0.11181104694642782,0.22405160095049517,False,0.11181104694642782,-0.2546514650627798,48.098506922145454,75.0530699202863,88,32
reasoning_to_total_ratio,0.10727150476385472,0.2435460383810188,False,0.10727150476385472,0.24355543316130648,0.025577200577200577,0.01294642857142857,88,32
unnecessary_tool_use_count,0.09980083440017164,0.27812964814659075,False,0.09980083440017164,0.2263457192900266,0.11363636363636363,0.03125,88,32
uncertainty_marker_count,-0.09798118941727449,0.2870298773147316,False,0.09798118941727449,-0.22314320167229473,0.045454545454545456,0.125,88,32
max_consecutive_successes,0.09190517931714684,0.31811074569811965,False,0.09190517931714684,0.2095771231700107,14.931818181818182,13.75,88,32
tool_repetition_rate,-0.08898358847194912,0.33380282550451207,False,0.08898358847194912,-0.2027557875272344,0.5358645458077276,0.5509176587301587,88,32
unique_tool_calls_ratio,0.08898358847194911,0.33380282550451207,False,0.08898358847194911,0.20275578752723367,0.46413545419227237,0.44908234126984126,88,32
assistant_steps_to_first_planning,0.08712479227334835,0.3440387317793846,False,0.08712479227334835,0.19781955482321437,2.5454545454545454,2.25,88,32
steps_to_first_planning,0.08712479227334835,0.3440387317793846,False,0.08712479227334835,0.19781955482321437,2.5454545454545454,2.25,88,32
tool_latency_max,-0.08700996802106933,0.3446774591801874,False,0.08700996802106933,-0.19758742326006964,154.555732448543,220.60214817814995,88,32
reasoning_statement_count,0.08318543517262768,0.36637751014647296,False,0.08318543517262768,0.18849735395102368,0.23863636363636365,0.125,88,32
step_count,-0.08077713394309663,0.38046402080185937,False,0.08077713394309663,-0.18410599841566347,14.772727272727273,16.25,88,32
tool_execution_duration,-0.07021065583340526,0.44605407877046516,False,0.07021065583340526,-0.1591834062005244,177.58417870210144,235.07411743327975,88,32
neutral_marker_count,-0.05791570034656188,0.5297931222025412,False,0.05791570034656188,-0.13165135209288975,5.681818181818182,5.96875,88,32
assistant_steps_count,-0.047853530622431306,0.6037469321292548,False,0.047853530622431306,-0.10881851546885238,17.363636363636363,18.0,88,32
recovery_marker_ratio,0.0457396966728857,0.6198460524364112,False,0.0457396966728857,0.10368220926417088,0.01820477502295684,0.01488095238095238,88,32
avg_tools_per_step,-0.03886349525276728,0.6734400436604048,False,0.03886349525276728,-0.08853147463986136,0.5513091641278435,0.5582955606485018,88,32
neutral_count,-0.03433632764661926,0.7096632010592631,False,0.03433632764661926,-0.07793582725897158,5.681818181818182,5.84375,88,32
thought_count,-0.031024957596609753,0.7365805023614042,False,0.031024957596609753,-0.07013572788481726,6.568181818181818,7.0625,88,32
total_markers,-0.030058787734113298,0.7444964917703769,False,0.030058787734113298,-0.06828124203627986,9.090909090909092,9.3125,88,32
action_count,-0.020190096748413988,0.8267445012168425,False,0.020190096748413988,-0.04562738045983843,6.136363636363637,6.4375,88,32
avg_thought_length,-0.015599795683854237,0.8657110494614914,False,0.015599795683854237,-0.03524197269404567,203.8623860356815,211.66875742721328,88,32
has_planning_in_first_step,0.006493506493506496,0.9438840508436722,False,0.006493506493506496,0.01468499868198267,0.8181818181818182,0.8125,88,32
uncertainty_marker_ratio,-0.00351337618271097,0.9696204049882529,False,0.00351337618271097,-0.00793338959919367,0.002840909090909091,0.002976190476190476,88,32
level,,,False,,0.0,1.0,1.0,88,32
invalid_args_errors,,,False,,0.0,0.0,0.0,88,32
missing_validation_count,,,False,,0.0,0.0,0.0,88,32
non_sense_count,,,False,,0.0,0.0,0.0,88,32
hallucination_count,,,False,,0.0,0.0,0.0,88,32
wrong_planning_count,,,False,,0.0,0.0,0.0,88,32
steps_to_first_tool_call,,,False,,0.0,4.0,4.0,88,32
steps_to_first_positive_marker,,,False,,0.0,-1.0,-1.0,88,32
steps_to_first_negative_marker,,,False,,0.0,-1.0,-1.0,88,32
assistant_steps_to_first_tool_call,,,False,,0.0,3.0,3.0,88,32
assistant_steps_to_first_positive_marker,,,False,,0.0,-1.0,-1.0,88,32
assistant_steps_to_first_negative_marker,,,False,,0.0,-1.0,-1.0,88,32
marker_trajectory_slope,,,False,,0.0,0.0,0.0,88,32
early_negative_rate,,,False,,0.0,0.0,0.0,88,32
positive_markers_steps_1_5,,,False,,0.0,0.0,0.0,88,32
negative_markers_steps_1_5,,,False,,0.0,0.0,0.0,88,32
positive_markers_steps_6_10,,,False,,0.0,0.0,0.0,88,32
negative_markers_steps_6_10,,,False,,0.0,0.0,0.0,88,32
positive_markers_steps_11_20,,,False,,0.0,0.0,0.0,88,32
negative_markers_steps_11_20,,,False,,0.0,0.0,0.0,88,32
positive_markers_steps_21_plus,,,False,,0.0,0.0,0.0,88,32
negative_markers_steps_21_plus,,,False,,0.0,0.0,0.0,88,32
has_reasoning_in_first_step,,,False,,0.0,0.0,0.0,88,32
validation_after_error_rate,,,False,,0.0,0.0,0.0,88,32
code_block_count,,,False,,0.0,0.0,0.0,88,32
question_count,,,False,,0.0,0.0,0.0,88,32
